P52824	A0A0B4KHZ4
Q01081	Q94535
Q8WU68	Q94535
Q8N1F7	Q9XZ06
Q8N1F7	Q9VFE7
Q9Y6R0	P16554
P49757	P16554
Q6XR72	M9PEG6
Q9Y6M5	M9PEG6
Q9BQ15	Q9VM17
Q96AH0	Q9VM17
Q96DH6	Q9VVE5
O43347	Q9VVE5
Q96P47	Q9NGC3
Q9UPQ3	Q9NGC3
Q99490	Q9NGC3
Q14129	P22468
Q9BY27	P22468
P61970	Q9VJ85
P61970	Q9VRD6
O43759	Q7JYV2
O43760	Q7JYV2
A8MWL6	Q7JYV2
O43761	Q7JYV2
Q8NBT0	Q9VU65
Q8TC44	Q9VU65
Q8WXH5	Q8INY1
O75159	Q8INY1
Q13188	Q8T0S6
Q13043	Q8T0S6
P21579	P21521
Q8N9I0	P21521
P23945	Q9VEG4
P16473	Q9VEG4
P22888	Q9VEG4
P08754	P20353
P04899	P20353
P63096	P20353
P14653	P10105
Q9GZZ0	P10105
P49639	P10105
P42229	Q24151
P42226	Q24151
P51692	Q24151
Q86XW9	M9PHK6
Q86XW9	Q9VYR5
Q9H9S3	Q8STG9
P61619	Q8STG9
P13284	Q95RA9
P13284	A0A0C4DHN2
Q9BY50	O97066
P67812	O97066
Q5VUJ9	Q9W2L0
Q5VUJ9	A1ZBR3
Q9C0K7	P83098
Q7RTN6	P83098
Q9NQ11	A8DZ26
Q4VNC0	A8DZ26
Q4VNC1	A8DZ26
Q9H7F0	A8DZ26
P27635	O61231
Q96L21	O61231
O00548	P10041
Q9NR61	P10041
Q8N1G1	Q2PDP6
Q8IX06	Q2PDP6
Q9H0K1	Q9W532
P57059	Q9W532
A0A0B4J2F2	Q9W532
Q8TAG9	Q9VDE6
Q9Y2D4	Q9VDE6
Q8WXR4	P10676
Q8NEV4	P10676
P49207	Q9VHE5
P49207	Q9VBH8
Q9NRF2	A0A0B4LHY5
O14492	A0A0B4LHY5
O43497	M9PGH9
O95180	M9PGH9
Q9P0X4	M9PGH9
P27449	P23380
P27449	Q8IQG3
Q96ST3	A0A0B4K765
O75182	A0A0B4K765
O60346	Q9VJ07
Q6ZVD8	Q9VJ07
Q99497	Q9VA37
Q99497	A1Z9J4
O95340	Q8IQV1
O43252	Q8IQV1
Q9UII2	E1JGT3
Q9UII2	Q0E8X8
Q76I76	Q6NN85
Q8TE77	Q6NN85
Q8WYL5	Q6NN85
P58546	Q9VWM3
P58546	Q8MYY7
P24844	P40423
P19105	P40423
O14950	P40423
P04406	P07487
P04406	P07486
P58005	Q9W1K5
P58004	Q9W1K5
Q9Y6P5	Q9W1K5
P62701	P41042
P22090	P41042
Q8TD47	P41042
Q13451	Q9VL78
Q02790	Q9VL78
P02462	Q9VMV5
P02462	P08120
Q14031	Q9VMV5
Q14031	P08120
Q4FZB7	Q9W5E0
Q86Y97	Q9W5E0
Q9NRR3	Q9VNE7
Q9NRR8	Q9VNE7
Q8NHP6	Q9VRR3
Q8NHP6	M9PBR6
Q8TAA5	P48604
Q9HAV7	P48604
Q9NR64	Q7K0L2
Q96PQ7	Q7K0L2
Q9C0H6	Q7K0L2
P49427	Q9VUR4
Q712K3	Q9VUR4
P61604	Q9VU35
P61604	Q9VFN5
A6NFH5	Q8INK3
P05413	Q8INK3
Q0Z7S8	Q8INK3
P02689	Q8INK3
Q01469	Q8INK3
O15540	Q8INK3
P15090	Q8INK3
Q6P1J6	Q9VW80
Q6P1J6	Q9VMM8
P57052	Q9VPK4
Q9Y580	Q9VPK4
Q9UNW1	Q9W438
Q9UNW1	Q9VV72
Q96HU8	Q9VH66
O95057	Q9VH66
Q9NP08	Q9VEI9
A6NHT5	Q9VEI9
Q8NFR3	A8DYH6
Q969W0	A8DYH6
O94979	A0A0B4LEZ1
Q9NQW1	A0A0B4LEZ1
O95343	Q95RW8
O95475	Q95RW8
O00443	Q7K3H0
O00750	Q7K3H0
Q8WXH2	Q7JV09
Q9BR39	Q7JV09
Q9HDC5	Q7JV09
Q96JJ6	Q7JV09
O75449	A0A0B4KFL3
Q9BW62	A0A0B4KFL3
P35052	Q9VUG1
Q8N158	Q9VUG1
Q9Y625	Q9VUG1
O75487	Q9VUG1
Q99758	Q9VVJ9
Q99758	Q9VRG4
O00757	A0A0U1RVK6
P09467	A0A0U1RVK6
P42892	Q9W5Y0
P0DPD6	Q9W5Y0
P0DPD8	Q9W5Y0
P23467	Q9W4F5
P23467	P35992
P23416	Q94900
O75311	Q94900
P48167	Q94900
P23415	Q94900
Q5JST6	Q9VXP5
Q5JST6	Q7K2N1
P67775	P23696
P62714	P23696
P11802	Q7K306
Q00534	Q7K306
P53675	P29742
Q00610	P29742
Q15768	Q9V4E1
P52799	Q9V4E1
P98172	Q9V4E1
P30405	P25007
P30405	Q7K2I4
Q969R5	Q9VK33
Q05BQ5	Q9VK33
Q5TGZ0	Q9W1B2
Q5TGZ0	Q8SY69
Q5TGZ0	Q9VY65
P78424	A0A0B4JD55
Q14863	A0A0B4JD55
Q8IY49	Q9W3S5
Q15546	Q9W3S5
Q9NZM3	M9ND00
Q15811	M9ND00
Q14573	P29993
Q14643	P29993
Q14571	P29993
Q96D71	Q8MQS4
Q8NFH8	Q8MQS4
Q96JE7	X2JEM2
O15027	X2JEM2
Q53EP0	B7YZW3
Q9Y2H6	B7YZW3
Q6ZNC8	Q6NN55
Q6ZWT7	Q6NN55
Q9P0L0	Q9W4N8
O95292	Q9W4N8
P61923	Q9VV89
Q9P299	Q9VV89
O60422	Q9NJB5
Q9UBC0	Q9NJB5
O95948	Q9NJB5
Q9ULV0	A1Z6Z8
Q9Y4I1	A1Z6Z8
Q68CJ9	P29747
Q70SY1	P29747
Q8TEY5	P29747
Q96BA8	P29747
Q6ZV29	Q9U969
Q8IY17	Q9U969
Q9H3U1	Q9VHW4
Q8IWX7	Q9VHW4
Q96FA3	O77237
Q8N2H9	O77237
Q9HAT8	O77237
Q8N573	A0A0B4K620
Q8NI08	A0A0B4K620
Q9H4F8	Q0E9E0
Q9H3U7	Q0E9E0
Q8NFA0	M9PD06
P35125	M9PD06
P33121	Q9VVT8
Q9ULC5	Q9VVT8
Q9UKU0	Q9VVT8
Q96MZ0	Q9VRJ3
Q8TB36	Q9VRJ3
P61457	O76454
Q9H0N5	O76454
Q96EY5	Q9VWY7
Q9H7P6	Q9VWY7
O75746	Q9VA73
Q9UJS0	Q9VA73
Q5T1A1	Q9W0V0
Q5T1A1	Q8IRH3
Q14957	Q9W581
Q13224	Q9W581
O15399	Q9W581
Q12879	Q9W581
Q9UGC6	Q8T017
O76081	Q8T017
O94983	B7YZU4
Q9Y6Y1	B7YZU4
Q96NS1	Q9W2X7
O60688	Q9W2X7
Q96QA6	Q9W2X7
P61236	Q9W2X7
O00629	Q9V455
O00505	Q9V455
Q4G148	Q9VBY3
A0PJZ3	Q9VBY3
P0DPB3	A8DYY6
B3KU38	A8DYY6
Q14112	A1Z877
P14543	A1Z877
P23975	Q7K4Y6
Q01959	Q7K4Y6
P62166	Q9VWX8
P62166	P37236
O00294	Q86PC9
O75386	Q86PC9
P50607	Q86PC9
Q14106	Q9VXJ9
P50616	Q9VXJ9
P30301	Q9V5Z7
P29972	Q9V5Z7
P55087	Q9V5Z7
P55064	Q9V5Z7
P41181	Q9V5Z7
P06737	Q9XTL9
P11217	Q9XTL9
P11216	Q9XTL9
Q6ZVM7	Q9VSZ1
O60784	Q9VSZ1
P49619	Q01583
Q9Y6T7	Q01583
P23743	Q01583
Q76L83	Q9V727
Q8IXJ9	Q9V727
Q9C0F0	Q9V727
P42126	Q9VL67
P42126	Q9VL66
P42126	Q9VL68
Q14320	Q9VAY7
Q9Y247	Q9VAY7
Q75V66	M9PI24
Q4KMQ2	M9PI24
Q32M45	M9PI24
Q9BYT9	M9PI24
Q5M775	Q0KHX7
Q69YQ0	Q0KHX7
Q53TN4	Q9I7U1
Q8NBI2	Q9I7U1
Q5SVS4	Q7K566
O95258	Q7K566
Q969T7	Q9W197
Q9H0P0	Q9W197
Q6ZU65	P25992
Q9NPG3	P25992
Q3MHD2	Q9VYR0
Q3MHD2	Q9VT67
O00506	Q9VEN3
Q9Y6E0	Q9VEN3
Q9P289	Q9VEN3
Q9UHQ1	Q8SYS7
Q9H6Q4	Q8SYS7
Q9Y662	Q9VWJ7
Q96QI5	Q9VWJ7
Q9Y278	Q9VWJ7
Q9Y661	Q9VWJ7
Q9Y663	Q9VWJ7
Q96QB1	A8JR05
Q92502	A8JR05
Q9Y3M8	A8JR05
Q92536	A0A0B4KHK8
Q9UM01	A0A0B4KHK8
Q969G2	M9PD53
Q9UBR4	M9PD53
A4GXA9	A1Z8C0
Q96AY2	A1Z8C0
Q9Y6Z7	B7YZU7
Q9BWP8	B7YZU7
Q13627	P49657
Q9Y463	P49657
Q6ZTA4	M9MRI4
Q9C026	M9MRI4
Q9NNW7	P91938
Q9NNW7	Q9VNT5
P27144	Q9VGU6
Q9UIJ7	Q9VGU6
A0A8I5KW96	Q9VGU6
P11234	P48555
P11233	P48555
P09497	Q9VWA1
P09496	Q9VWA1
P19174	Q9VXH3
P16885	Q9VXH3
Q8NBX0	Q9VN86
Q8NBX0	Q9VG81
P22459	P08510
P16389	P08510
Q09470	P08510
P22001	P08510
Q9UEY8	Q02645
P35612	Q02645
P35611	Q02645
Q13705	A0A0B4KG59
P27037	A0A0B4KG59
P25098	P32865
P35626	P32865
O60315	P28166
P37275	P28166
Q96GW7	Q8IRH8
Q96GW7	Q9W3D8
P52597	Q9VGH5
Q12849	Q9VGH5
P31943	Q9VGH5
P55795	Q9VGH5
Q9HC35	Q9VUI3
O95834	Q9VUI3
Q32P44	Q9VUI3
O00423	Q9VUI3
Q9BT88	Q9U6P7
Q9H2B2	Q9U6P7
Q14444	Q9I7D3
Q6IMN6	Q9I7D3
Q9Y5K8	Q9V7D2
Q9Y5K8	Q9NEF6
P60059	Q9VWE9
P60059	Q9V668
Q86T03	Q9VT69
Q8N4L2	Q9VT69
O43314	Q9VR59
Q6PFW1	Q9VR59
Q14679	Q9VQV6
Q14679	Q8IPB2
Q8NDB2	Q9VFI0
Q6ZUJ8	Q9VFI0
Q9Y678	Q8I0G5
Q9UBF2	Q8I0G5
Q9UPY6	F2FB81
Q9Y6W5	F2FB81
Q92558	F2FB81
O95373	Q9VSD6
O15397	Q9VSD6
P54792	P51140
O14641	P51140
O14640	P51140
Q92997	P51140
Q96MH2	Q8INF6
O94992	Q8INF6
P38405	P20354
Q5JWF2	P20354
Q04671	Q9VR48
Q04671	Q9VR47
P22676	P41044
P05937	P41044
Q9UHF1	Q95RQ1
Q99944	Q95RQ1
P08173	P16395
P20309	P16395
P11229	P16395
P08912	P16395
P08172	P16395
Q9NQR9	Q9VQH1
Q9BUM1	Q9VQH1
P35575	Q9VQH1
Q16816	Q9I7D0
P15735	Q9I7D0
P22670	A0A0B4K653
P48380	A0A0B4K653
P48378	A0A0B4K653
Q16623	Q24547
P61266	Q24547
Q9Y4P9	Q9VT31
Q9Y4P9	Q9VXK2
P49711	Q9VS55
Q8NI51	Q9VS55
Q9GZU3	A1Z9L5
Q9NV64	A1Z9L5
Q9HBV1	Q9VRE2
Q9HBU9	Q9VRE2
Q8NE79	Q9VRE2
O94776	A0A0B4KG70
Q9BTC8	A0A0B4KG70
Q13330	A0A0B4KG70
Q9UPR6	Q86BI3
Q96KR1	Q86BI3
Q9NQE9	Q6IIA4
Q9NQE9	Q9VQ59
Q9C0K0	A0A499JF18
Q9H165	A0A499JF18
Q9HCM4	Q9VFU8
Q9H329	Q9VFU8
Q9C040	B7YZK8
O75382	B7YZK8
Q2Q1W2	B7YZK8
Q8N4E4	Q8MR62
Q9H2J4	Q8MR62
Q96J92	M9PGC5
Q9BYP7	M9PGC5
Q9Y3S1	M9PGC5
Q9H4A3	M9PGC5
Q5T5U3	X2JEI9
Q9P227	X2JEI9
Q9NVI7	Q9VEX6
Q5T9A4	Q9VEX6
Q2WGN9	Q9VZZ9
Q9UQC2	Q9VZZ9
Q13480	Q9VZZ9
Q8WWW8	Q9VZZ9
Q9Y2X7	Q95RG8
Q14161	Q95RG8
Q9Y644	Q24342
O00587	Q24342
Q8NES3	Q24342
Q5VSL9	Q8IRD5
Q9ULQ0	Q8IRD5
O75155	Q9VKY2
Q86VP6	Q9VKY2
Q8N2R8	Q9VHA6
Q6ZT52	Q9VHA6
Q9Y6Y8	Q9VLS7
O94830	Q9VLS7
Q6PIL6	Q8IR92
Q9Y2W7	Q8IR92
Q9NZI2	Q8IR92
Q9NS61	Q8IR92
Q6PIL6	Q9VBL2
Q9Y2W7	Q9VBL2
Q9NZI2	Q9VBL2
Q9NS61	Q9VBL2
Q70IA8	Q9VL13
Q96BX8	Q9VL13
Q86TA1	Q9VL13
Q96BY6	M9PCG3
Q9BZ29	M9PCG3
Q5JSL3	M9PCG3
O15391	Q8ST83
P25490	Q8ST83
Q96MM3	Q8ST83
O43399	A0A0B4K897
Q16890	A0A0B4K897
P55327	A0A0B4K897
Q96J77	A0A0B4K897
Q8IWF6	Q9W4D1
Q8NEG7	Q9W4D1
P20933	A1ZBI7
P20933	Q8MR45
Q96LB4	Q9XZH6
O95670	Q9XZH6
O75348	Q9XZH6
Q9UBB5	A0A0B4KGZ0
O95983	A0A0B4KGZ0
P10070	P19538
P10071	P19538
P08151	P19538
Q9Y2D1	Q9VID3
P18848	Q9VID3
P40424	P40427
P40425	P40427
P40426	P40427
P24386	Q9V8W3
P26374	Q9V8W3
Q9HCR9	Q9VFI9
Q9HCR9	Q9VJ79
Q9H3R1	Q9V3L1
P52848	Q9V3L1
O95803	Q9V3L1
P52849	Q9V3L1
Q12798	M9PGG8
P41208	M9PGG8
Q9Y216	Q8MLR7
Q96EF0	Q8MLR7
Q9Y217	Q8MLR7
P0DME0	P53997
Q01105	P53997
Q12967	M9PCE9
Q9NZL6	M9PCE9
Q13424	Q9VNY2
Q13425	Q9VNY2
Q13884	Q9VNY2
Q14839	O97159
Q8TDI0	O97159
Q12873	O97159
Q15437	A0A0B4K5Z8
Q15436	A0A0B4K5Z8
O14910	Q8IMT8
Q9NUP9	Q8IMT8
Q9HAP6	Q8IMT8
Q9NRR5	Q9VWD9
Q9UMX0	Q9VWD9
Q9UHD9	Q9VWD9
Q8IY33	Q9VU34
Q8N3F8	Q9VU34
O43251	M9NFQ7
Q9NWB1	M9NFQ7
A6NFN3	M9NFQ7
Q9NPJ8	Q9V3H8
Q9UKK6	Q9V3H8
Q8TE73	A0A0B4LH20
Q96JB1	A0A0B4LH20
Q8TE73	A8Y5B7
Q96JB1	A8Y5B7
O43567	Q9VI20
Q8WWF5	Q9VI20
Q9H6Y7	Q9VI20
Q9P2J2	Q967D7
Q9UPX0	Q967D7
Q8N488	Q9W215
Q8IY57	Q9W215
Q6ICB4	Q9VMI6
Q8N4B1	Q9VMI6
Q9UPI3	Q7K1D7
Q9Y5Y0	Q7K1D7
P19021	Q9V5E1
P19021	Q9W1L5
Q9Y4P1	Q9VPW2
Q8WYN0	Q9VPW2
Q96A56	M9NFM7
Q8IXH6	M9NFM7
C4AMC7	Q7JW27
A8K0Z3	Q7JW27
Q6VEQ5	Q7JW27
A8MWX3	Q7JW27
Q9NQA3	Q7JW27
Q86UF1	A0A0B4KFQ5
Q86UF1	Q9W4X6
P58215	Q9W2C9
Q9Y4K0	Q9W2C9
Q96JB6	Q9W2C9
P78337	O18400
Q99697	O18400
O75364	O18400
Q86UW9	Q23985
Q9Y2E6	Q23985
Q86Y01	Q23985
Q96B97	A0A0B4KI34
Q9Y5K6	A0A0B4KI34
P22694	P12370
P17612	P12370
P56557	Q9VZE2
O95807	Q9VZE2
A8MXD5	Q9W4S1
A8MXD5	Q9VNL4
Q3B7J2	Q9Y153
Q9NXC2	Q9Y153
P14406	Q9VHS2
O60397	Q9VHS2
O14548	Q9VHS2
P24310	Q9VHS2
P24864	P54733
O96020	P54733
Q08999	Q24472
P28749	Q24472
P10589	P16376
P24468	P16376
P49281	P49283
P49279	P49283
P20248	P14785
P78396	P14785
Q14289	B7YZL9
Q05397	B7YZL9
P27815	Q9W4T4
Q08499	Q9W4T4
Q08493	Q9W4T4
Q07343	Q9W4T4
P23634	Q59DP9
P20020	Q59DP9
Q16720	Q59DP9
Q01814	Q59DP9
O43707	P18091
P12814	P18091
Q08043	P18091
P35609	P18091
Q13131	O18645
P54646	O18645
Q9UN86	Q9VFT4
Q13283	Q9VFT4
P11441	Q9VEC8
Q8N7F7	Q9VEC8
Q9BX40	M9PF20
Q8ND56	M9PF20
O75473	Q7KTA0
Q9HBX8	Q7KTA0
Q9BXB1	Q7KTA0
Q15695	Q9VR26
Q15696	Q9VR26
Q6PJG2	Q9VHD1
Q96PN7	Q9VHD1
Q9H0D2	Q9VHD1
Q8WTU0	Q9VXF9
Q5TDH0	Q9VXF9
Q6NUK1	Q0E8F2
Q9BV35	Q0E8F2
Q6KCM7	Q0E8F2
Q9Y3L3	Q9VDS5
Q68EM7	Q9VDS5
Q17R89	Q9VDS5
Q6ZT62	Q9VDS5
Q9BV86	Q6NN40
Q5VVY1	Q6NN40
P54259	M9PHT1
Q9P2R6	M9PHT1
Q9ULL5	Q9VWA0
Q2KHR3	Q9VWA0
Q9Y4E1	A1ZBW7
Q641Q2	A1ZBW7
Q9H7P9	A1ZBA1
Q9ULL1	A1ZBA1
A1L390	A1ZBA1
O60271	Q9GQF1
Q9UPT6	Q9GQF1
Q14012	Q7JMV3
Q6P2M8	Q7JMV3
Q96NX5	Q7JMV3
Q8IU85	Q7JMV3
Q02224	Q9VKH9
Q02224	Q9VKI0
Q9BTU6	Q9VND3
Q8TCG2	Q9VND3
O14657	O77277
Q5JU69	O77277
O14656	O77277
Q9H497	O77277
Q9UQR0	Q9VHA0
Q96GD3	Q9VHA0
Q7RTU7	Q59E67
Q12870	Q59E67
Q71RC2	Q9I7T7
Q92615	Q9I7T7
O15126	Q9VXV6
O15127	Q9VXV6
O14828	Q9VXV6
P0DI82	Q9VUZ1
P0DI81	Q9VUZ1
Q13303	M9PHI0
O43448	M9PHI0
Q14722	M9PHI0
Q9UEE5	Q0KHT7
O94768	Q0KHT7
Q5VZ52	Q9VT14
Q5VZ52	Q9VT16
Q9NZK5	Q7KGG1
Q9NZK5	Q9VVK5
Q9NZK5	Q9VVK4
P14652	P31264
O43364	P31264
P60660	P54357
P05976	P54357
P08590	P54357
P14649	P54357
P12829	P54357
Q5HY92	Q9VQN8
Q6PIW4	Q9VQN8
P09936	P35122
P15374	P35122
Q15853	Q9W4J8
P22415	Q9W4J8
P56177	P20009
O60479	P20009
P56179	P20009
P62873	P26308
Q9HAV0	P26308
P62879	P26308
P85037	M9PF47
Q01167	M9PF47
O60500	Q0E9F2
O60500	A1Z9X4
Q9BWU1	Q9VT57
P49336	Q9VT57
Q9NZ20	Q9W3I8
Q9NZ20	Q9W4I0
Q15366	M9NEH9
Q15365	M9NEH9
P57723	M9NEH9
P57721	M9NEH9
P51531	P25439
P51532	P25439
Q6UWP2	Q9VU92
Q6UWP2	Q6NNV7
Q6UWP2	Q9VMH9
Q6UWP2	Q9VZ19
Q6UWP2	Q8IRN0
Q6UWP2	Q9VYU9
Q6UWP2	Q9VDC0
Q6UWP2	Q5LJT3
Q8WV92	Q8MLV2
Q8WV92	Q9VZK1
Q5H9F3	Q8IQT4
Q6W2J9	Q8IQT4
Q9HBI1	Q9VWD0
Q9NVD7	Q9VWD0
Q9BSH5	Q94915
Q9BSH5	Q9W4J7
P34925	Q9V422
P34925	Q27324
Q9NQW8	Q9W2D5
Q14028	Q9W2D5
O43865	Q9VZX9
Q96HN2	Q9VZX9
Q9UQK1	Q9VUF3
Q86XI6	Q9VUF3
Q8NFJ8	Q9VJC1
Q8NDY6	Q9VJC1
Q86XF0	P17719
P00374	P17719
Q86YM7	Q0E8S7
Q9NSB8	Q0E8S7
Q9NSC5	Q0E8S7
Q9NUJ3	Q9W461
Q8WWU5	Q9W461
Q5H9J9	Q9W461
Q8N4U5	Q9W461
Q9GZX9	Q9W494
Q9GZX9	P54356
Q07075	Q8INH6
Q07075	Q9VFW9
Q07075	Q9VFX0
P24666	P82890
P24666	P82891
Q8NI60	Q9VYI6
Q96D53	Q9VYI6
Q9NXW2	Q9VFP0
Q8TBM8	Q9VFP0
A6BM72	Q9W0A0
Q96KG7	Q9W0A0
Q5VY43	Q9W0A0
P40227	Q9VXQ5
Q92526	Q9VXQ5
Q9H714	Q9W3C9
Q92622	Q9W3C9
P25786	Q9VK14
P25786	P12881
Q9ULM6	Q8IMX1
Q96LI5	Q8IMX1
O75410	A0A0B4JD97
O95359	A0A0B4JD97
Q9Y6A5	A0A0B4JD97
Q8WVP5	Q7KVH9
Q6P589	Q7KVH9
O95379	Q7KVH9
Q5GJ75	Q7KVH9
Q96GD4	Q9VGF9
Q9UQB9	Q9VGF9
O14965	Q9VGF9
Q8NBU5	Q9VL02
Q8NBU5	Q9V3Q1
P55103	O61643
P58166	O61643
P08476	O61643
P09529	O61643
P00918	Q9V396
Q8N1Q1	Q9V396
P43166	Q9V396
Q9Y2D0	Q9V396
P35218	Q9V396
P07451	Q9V396
P00915	Q9V396
P13349	P22816
P15172	P22816
P29371	P30975
P21452	P30975
P25103	P30975
P60201	M9PGC0
Q13491	M9PGC0
P51674	M9PGC0
Q99733	Q9W1G7
P55209	Q9W1G7
O43526	A1Z856
O43525	A1Z856
P56696	A1Z856
Q9NR82	A1Z856
Q13698	Q24270
O60840	Q24270
Q01668	Q24270
Q13936	Q24270
B0YJ81	Q9VKD2
Q6Y1H2	Q9VKD2
Q7RTX9	Q9W0L6
Q7RTX9	Q9W509
Q7RTX9	Q8T043
P07602	Q9Y125
Q6NUJ1	Q9Y125
Q14249	Q7JXB9
Q14249	Q8IPZ0
O95427	Q9VCV7
O95427	A1Z838
Q6P4D5	Q9VM36
Q96E09	Q9VM36
Q7Z309	Q9VM36
Q92859	A1Z920
P43146	A1Z920
Q9H1H1	Q9VMU7
Q8WW33	Q9VMU7
Q9H5J4	Q9VV87
Q9HB03	Q9VV87
O43566	Q9VCX1
O14924	Q9VCX1
Q86VW1	Q961R9
Q86VW1	Q9VCA2
Q86VW1	Q95R48
Q9UQ26	A0A0B4K6M2
Q86UR5	A0A0B4K6M2
Q9UJD0	A0A0B4K6M2
Q9H426	A0A0B4K6M2
P29973	Q24278
Q16280	Q24278
Q16281	Q24278
Q8IV77	Q24278
O75179	Q9VCA8
Q8IWZ3	Q9VCA8
Q8N5Z5	Q9W579
Q9NXV2	Q9W579
Q14681	Q9W579
Q9UMN6	P20659
Q03164	P20659
P31350	P48592
Q7LG56	P48592
Q7Z5Q1	Q9VSR3
Q8NE35	Q9VSR3
Q17RY0	Q9VSR3
O96013	Q9VXE5
Q9P286	Q9VXE5
Q9H4D5	Q9U1H9
Q9H1B4	Q9U1H9
Q9UBU9	Q9U1H9
Q9GZY0	Q9U1H9
Q15006	Q9VEQ2
Q15006	Q9VEQ1
O95406	P49858
Q8TBE1	P49858
Q6PI25	P49858
Q92830	Q9VTZ1
Q92831	Q9VTZ1
Q8N8V4	Q7JQL2
Q495M9	Q7JQL2
P78318	Q9VJZ5
A0A1W2PR95	Q9VJZ5
O15439	A0A0B4KGI0
O15439	Q9VJ21
O15439	Q9VGM1
O15439	Q9VLN6
O15439	Q8MT77
O15439	P91660
O15439	Q7KT22
O15394	P34082
P13591	P34082
Q9UPN9	A0A0B4KGE5
Q13263	A0A0B4KGE5
O15164	A0A0B4KGE5
Q8N635	Q9W3M9
H3BU10	Q9W3M9
P15144	Q0KI00
P15144	Q7KRW4
P15144	Q95SR0
P15144	Q9VAM2
P35221	P35220
P26232	P35220
Q02447	A0A0B4KHC8
Q02446	A0A0B4KHC8
P08047	A0A0B4KHC8
O95947	Q9VST0
O95947	Q9VST2
O95947	Q9U8L5
P28702	P20153
P48443	P20153
P19793	P20153
P48556	Q9VUJ4
P48556	Q9V436
Q9HDC9	Q9VAQ9
Q9HDC9	Q9VB46
Q8WTU2	Q9VSU2
P56730	Q9VSU2
Q9NR16	Q9VSU2
Q86VB7	Q9VSU2
Q9UGM3	Q9VSU2
P61966	B8A403
P56377	B8A403
Q38SD2	A0A0B4KHT3
Q5S007	A0A0B4KHT3
O00458	Q9VQI5
Q12894	Q9VQI5
O75191	Q9VPT2
O75191	Q9VEQ0
A0A7P0TBJ1	Q9VXB1
Q14CZ0	Q9VXB1
Q96HA9	A1Z891
Q96HA9	A0A0B4K701
Q9H8T0	Q7K4V4
Q9H8T0	A1ZBR5
Q56UQ5	Q9VGS2
P13693	Q9VGS2
Q9HAU6	Q9VGS2
Q96IZ6	Q86BS6
Q9H825	Q86BS6
Q6P1Q9	Q86BS6
Q9NT68	O61307
Q9UKZ4	O61307
Q9P273	O61307
Q6N022	O61307
Q6UB99	Q8IQI3
Q6UB98	Q8IQI3
Q76EJ3	Q95YI5
Q9NTN3	Q95YI5
Q86TM3	Q7K4L8
Q9NXZ2	Q7K4L8
Q8IYX7	Q9VE97
Q658L1	Q9VE97
Q15555	A1Z6P3
Q9UPY8	A1Z6P3
Q15691	A1Z6P3
Q17RD7	A0A0B4KF61
Q8NB59	A0A0B4KF61
Q9GZY4	Q8IPK2
Q9GZY4	Q9W2M9
Q86Y91	Q9VSW5
Q8NI77	Q9VSW5
P36021	C8VV48
Q8TF71	C8VV48
P46934	Q9VVI3
Q96PU5	Q9VVI3
P63098	P48451
P63098	Q24214
O43683	A1Z6I7
O43683	Q9VMS5
Q5T0T0	Q9VSX7
Q8TCQ1	Q9VSX7
Q15560	P20232
O75764	P20232
P23193	P20232
O60237	M9NEB2
O14974	M9NEB2
P07205	Q01604
P00558	Q01604
P61225	O96692
Q9Y3L5	O96692
P10114	O96692
P28838	Q9VSM7
P28838	Q9VSM6
Q9UBH6	Q9VWZ2
Q9UBH6	Q9VRR2
P46019	Q9W391
P46020	Q9W391
P68371	Q24560
Q9BVA1	Q24560
P09486	O97365
Q14515	O97365
Q15434	Q8MSV2
P29558	Q8MSV2
Q6XE24	Q8MSV2
O15145	Q9VX82
O15145	Q9VF28
Q96AT9	Q95RV5
Q2QD12	Q95RV5
Q9BTC0	A0A0B4K6G3
Q6ZMY3	A0A0B4K6G3
Q92576	A0A0B4K6G3
Q9HB40	Q8IRI8
Q9HB40	Q8IP31
Q9HB40	Q9W0N8
Q9HB40	Q9VJN0
Q9H8M1	Q8MLL3
Q96MF6	Q8MLL3
Q6ZVD7	Q9VP79
Q9P2F5	Q9VP79
Q9NWH9	Q8IMV6
Q15424	Q8IMV6
Q14151	Q8IMV6
Q15035	Q9W5C2
Q8N609	Q9W5C2
Q15629	Q9W5C2
Q96IG2	A8DYA6
Q9UKC9	A8DYA6
O95182	O97418
O95182	Q9VNT3
Q86SG6	Q9VC32
Q8TD19	Q9VC32
P08236	Q9V9T9
P08236	A1ZBG9
Q9UJW2	Q7JWQ7
Q9GZM7	Q7JWQ7
Q8IZ40	Q59E36
Q9UKL0	Q59E36
Q9P2K3	Q59E36
Q9UIV1	X2JCC3
Q9UFF9	X2JCC3
Q9NUK0	O16011
Q5VZF2	O16011
Q9NR56	O16011
Q9P2P5	Q9W326
Q76N89	Q9W326
Q9H009	Q94518
O15069	Q94518
Q9BZK3	Q94518
E9PAV3	Q94518
Q9Y2Q0	B7YZF8
Q9NTI2	B7YZF8
Q9H993	Q9W299
Q9H993	Q9W298
Q9H993	Q9V3Z7
Q9H993	Q9W2A0
Q8WXD0	Q9VBP0
Q9HBX9	Q9VBP0
P0CG08	Q3ZAN1
B7ZAQ6	Q3ZAN1
P36871	Q9VUY9
Q15124	Q9VUY9
Q9BUP0	Q9VJ26
Q96C19	Q9VJ26
O14901	Q9VPQ5
Q13118	Q9VPQ5
Q9Y2Y9	Q9VPQ5
