X6R8D5	A0A8V1AC92
Q08AI6	A0A8V1A3T9
Q08AI8	A0A8V1A5J2
Q09028	F2Z4M0
Q09161	Q5ZJZ6
Q09327	A0A8V0Y9P2
Q09328	F1NEL5
Q09428	A0A8V0ZVQ0
Q09470	A0A8V0ZS78
Q09472	A0A8V0YJ98
Q09MP3	A0A8V0XFJ1
Q0D2I5	A0A8V0ZNP0
Q0D2K0	A0A8V0YSB4
Q0D2K2	A0A1D5P4W6
Q0GE19	Q5ZJH8
Q0IIM8	F1NGZ2
Q0JRZ9	A0A8V0YL44
Q0P5N6	A0A8V1ALR4
Q0P5P2	E1BTE6
Q0P651	A0A8V0Y2T9
Q0P6D2	F1P454
Q0P6D6	A0A8V0ZSU5
Q0P6H9	A0A8V0ZFX4
Q0PNE2	A0A8V1AFV4
Q0VAA5	E1C7W9
Q0VAF6	A0A8V0Y4I2
Q0VAK6	A0A8V0ZJ39
Q0VAM2	A0A8V0XEM3
Q0VAQ4	A0A8V0ZPC6
Q0VDG4	A0A8V0ZRJ5
Q0VDI3	A0A1L1RL63
Q0VF96	A0A8V0ZUJ6
Q0VFZ6	A0A8V0ZXE7
Q0VG06	A0A8V1AKK8
Q0ZGT2	A0A8V0ZPM3
Q0ZLH3	A0A8V0ZN76
Q10469	A0A8V0ZJD2
Q10471	A0A8V0XYE0
Q10472	Q5ZJL1
Q10567	A0A8V0X519
Q10570	A0A8V0XVY9
Q10571	R4GG28
Q10587	Q92172
Q10588	A0A8V0Y5N7
Q10713	A0A8V1AJI3
Q11130	Q8UWB9
Q11201	Q11200
Q11203	A0A8V0ZQ30
Q11206	A0A8V1A329
Q12765	A0A8V0X575
Q12766	A0A8V0YY36
Q12767	A0A8V1AET9
Q12768	A0A8V0XZF8
Q12769	A0A8V0ZYG0
Q12770	A0A3Q3ANV4
Q12772	A0A8V0Y9Y0
Q12774	A0A8V0ZYN5
Q12778	A0A8V0XHN9
Q12788	A0A8V0Z7T5
Q12789	A0A8V0ZA51
Q12791	Q8AYS8
Q12792	A0A8V0X7L4
Q12794	A0A8V1ACC2
Q12796	Q5ZII5
Q12797	A0A8V0XMH1
Q12800	Q7T2U9
Q12802	A0A8V0ZBV8
Q12805	A0A8V0Z8C5
Q12809	A0A8V1A7T4
Q12824	Q5ZK40
Q12830	A0A8V1AHH6
Q12834	Q5ZI36
Q12836	Q9W645
Q12837	A0A8V0XYM3
Q12841	A0A8V1A3N4
Q12849	A0A8V0XM09
Q12852	A0A8V0ZWW1
Q12857	P17923
Q12864	A0A8V0YEJ3
Q12866	A0A8V0Z4B2
Q12872	A0A8V0ZQQ8
Q12874	Q5F387
Q12879	A0A8V0ZA10
Q12882	A0A8V0ZWJ2
Q12884	F1NDP3
Q12887	Q5ZJY8
Q12888	A0A8V0X611
Q12891	A0A8V1AHJ5
Q12893	A0A8V1AHM1
Q12904	A0A8V0XU23
Q12905	A0A8V1A7Y0
Q12907	A0A8V0YDP4
Q12908	A0A8V0XP20
Q12912	A0A8V0YPA0
Q12923	A0A8V0XAP8
Q12926	R4GFW0
Q12929	A0A8V0YGX8
Q12931	A0A8V0YXD5
Q12933	A0A8V1AKH9
Q12934	Q06637
Q12946	A0A8V0XN14
Q12947	A0A8V0YIC8
Q12951	A0A8V0Y7V1
Q12952	A0A8V0XWX9
Q12955	A0A8V0YBQ9
Q12959	A0A3Q2U359
Q12962	A0A8V0X372
Q12965	A0A8V0ZSX1
Q12967	A0A8V1AIB5
Q12968	A0A1D5P8S9
Q12972	A0A8V0YFH7
Q12979	A0A8V1AEW3
Q12980	F1NEU3
Q12981	A0A8V0Y325
Q12982	F1NEC1
Q12983	A0A8V0X877
Q12986	A0A8V0XXS0
Q12988	A0A3Q2TSR2
Q12996	Q5F4A0
Q13002	F1NU20
Q13003	F1P0L4
Q13009	A0A8V0Y5Z4
Q13011	A0A8V0Y2T0
Q13015	A0A1L1RVM4
Q13017	A0A8V0XQ98
Q13018	A0A8V0ZHQ7
Q13023	A0A8V0XN62
Q13029	A0A8V0Z9W2
Q13033	A0A1D5PSR0
Q13042	A0A8V0YG13
Q13045	A0A8V0Z2P4
Q13049	A0A8V1AKB8
Q13057	A0A8V0ZIN8
Q13061	A0A8V0XEY1
Q13077	A0A8V1ACN0
Q13084	F6UK13
Q13087	A0A1D5PKM6
Q13094	A0A8V0YA21
Q13098	A0A8V1AFR4
Q13099	A0A8V0XI38
Q13107	A0A8V1AEB9
Q13113	A0A8V0ZY30
Q13114	A0A3Q3AAA5
Q13118	A0A8V0Y7H8
Q13123	Q5ZHM2
Q13126	A0A8V0X6U4
Q13127	A0A8V0XA64
Q13129	A0A8V0YP65
Q13131	Q2PUH1
Q13133	A0A3Q2UH91
Q13136	A0A8V1A772
Q13137	A0A8V1AB00
Q13144	A0A8V0ZAC8
Q13145	E1AWU3
Q13151	F1NCI5
Q13153	E1C3P6
Q13158	F1NKQ7
Q13162	A0A8V0XCV1
Q13163	A0A8V0YZK8
Q13164	A0A8V0X3D6
Q13177	E1BS97
Q13183	A0A8V1AM47
Q13185	A0A8V0XDL0
Q13188	A0A8V0YC14
Q13191	F1NL77
Q13200	A0A8V0YQY8
Q13201	A0A8V0Y2E3
Q13202	A0A8V1A6D3
Q13207	A0A8V1AJI8
Q13214	A0A8V1A9S3
Q13216	A0A8V0YGC8
Q13219	A0A8V1AI42
Q13224	F1NMB0
Q13227	A0A8V0WZU1
Q13232	A0A8V0Z6S4
Q13233	A0A8V0YIE3
Q13237	A0A8V0XCS0
Q13239	Q7T3X8
Q13243	A0A8V0ZK82
Q13247	A0A8V1A601
Q13255	F1NBM2
Q13257	A0A1L1RLV7
Q13258	A0A1D5P7Q2
Q13261	A0A8V0XVY8
Q13263	A0A8V0XCY7
Q13275	A0A8V1AH15
Q13277	A0A8V0ZEC9
Q13283	A0A8V0YNG3
Q13287	A0A8V0XYT6
Q13291	A0A8V1AF74
Q13303	A0A8V0ZHH6
Q13304	A0A8V0ZQG5
Q13309	F7BEK8
Q13310	E1C903
Q13315	A0A8V0XI18
Q13319	A0A8V0ZH13
Q13322	A0A1D5P405
Q13324	A0A8V1A5M0
Q13326	A0A8V0XXF1
Q13330	A0A8V0YIL2
Q13332	A0A8V1AB05
Q13347	E1C6T8
Q13356	A0A8V0ZS62
Q13361	A0A8V0ZJH0
Q13362	A0A3Q2U021
Q13363	A0A8V0YVU5
Q13367	A0A8V1A0I5
Q13368	A0A8V1A4A5
Q13370	A0A8V0ZTR9
Q13371	E1BQM7
Q13393	A0A8V0YMC7
Q13394	Q8AY65
Q13395	A0A8V0XZY1
Q13402	A0A8V0XEN9
Q13404	A0A8V0YR84
Q13405	A0A8V0X1Z0
Q13409	A0A8V0ZRT5
Q13415	A0A8V1A4S2
Q13416	A0A8V1A2E8
Q13418	Q9DF58
Q13421	A0A8V0ZE44
Q13423	A0A8V0YP51
Q13424	A0A8V0ZGJ3
Q13425	A0A8V0XWK5
Q13426	F1NDC0
Q13427	A0A8V0ZU13
Q13428	A0A8V0YL15
Q13432	A0A8V1AI80
Q13433	A0A8V0Y1J6
Q13439	A0A8V0Z9P4
Q13442	A0A8V0ZQB9
Q13443	A0A8V0Z1P0
Q13449	Q98919
Q13451	A0A8V1AE18
Q13454	A0A8V0YFX6
Q13459	A0A8V1AFP8
Q13464	A0A8V0XRE1
Q13467	A0A8V1A9W7
Q13469	E1C473
Q13472	A0A8V0ZA72
Q13474	A0A8V0YN05
Q13477	A0A8V1AGG7
Q13478	A0A8V0YLY8
Q13480	A0A8V0Y2H6
Q13488	A0A8V0ZW59
Q13491	A0A8V0XFC6
Q13492	A0A8V0XYH6
Q13495	A0A8V0YAB4
Q13496	A0A8V0YDK9
Q13501	A0A1D5PLN4
Q13503	A0A8V0YWQ6
Q13506	A0A8V0YIT8
Q13507	A0A8V0XJK0
Q13509	F1NMU4
Q13510	R4GH41
Q13515	A0A8V0YZM6
Q13516	Q90XB3
Q13519	A0A8V0Y6R7
Q13522	A0A8V1A8S7
Q13523	A0A8V0Y457
Q13526	A0A8V0XB51
Q13535	A0A8V0YZV9
Q13541	A0A8V0ZBV4
Q13542	A0A1L1RKV7
Q13546	Q5F3U2
Q13547	P56517
Q13555	A0A8V0ZB33
Q13557	Q5ZKI0
Q13563	Q5ZM00
Q13564	Q5ZIE6
Q13569	Q9PUA4
Q13571	A0A8V0YKH4
Q13573	A0A8V0XNZ1
Q13574	A0A8V0ZLQ0
Q13586	A0A8V0XCW6
Q13588	A0A8V0ZAJ6
Q13591	R4GFU3
Q13595	A0A8V0X8R6
Q13596	A0A1L1S0C5
Q13601	A0A8V0YBI4
Q13608	A0A8V0Z953
Q13609	A0A8V1A9V3
Q13610	F1NYF5
Q13613	A0A1D5P2Z0
Q13614	A0A8V0Y5P7
Q13615	A0A8V0X4W3
Q13616	A0A8V0Y5T3
Q13617	A0A8V0XHD8
Q13618	A0A8V1AA49
Q13619	A0A8V0YR74
Q13620	A0A8V0YLW8
Q13621	A0A8V0Z5P0
Q13625	A0A8V0Z3M6
Q13627	A0A8V0YIV6
Q13630	A0A8V0XUH8
Q13634	A0A1D5PKP1
Q13636	A0A8V0X962
Q13637	A0A8V0XTJ4
Q13639	F1NJL4
Q13641	A0A8V0XI55
Q13642	A0A8V0YQA1
Q13643	A0A8V0YPE1
Q13651	A0A8V1A161
Q13683	A0A8V0ZSZ2
Q13685	A0A8V0Z8Z5
Q13686	F6RK82
Q13698	A0A1D5PV02
Q13705	Q90670
Q13724	A0A8V0XKB2
Q13751	A0A8V1AFB8
Q13753	A0A8V0Y9M6
Q13761	A0A1D5P8K0
Q13772	A0A8V0YEQ9
Q13790	A0A8V1A3H7
Q13794	A0A1D5PAR2
Q13795	A0A8V1A129
Q13796	A0A8V0XEZ7
Q13797	A0A8V0Z2J6
Q13822	A0A8V0Y5K1
Q13823	A0A8V0YQ98
Q13825	A0A3Q2U419
Q13829	Q5F3E8
Q13835	A0A8V1A511
Q13838	Q5ZHZ0
Q13868	A0A1L1RZU7
Q13873	A0A8V1A6G4
Q13884	Q5ZKZ8
Q13886	R4GM18
Q13887	A0A8V0X8Z9
Q13889	A0A8V1A6S6
Q13895	A0A8V1A650
Q13905	A0A8V1AK14
Q13907	A0A8V0XM86
Q13936	A0A8V0YQE9
Q13946	A0A8V0XFR6
Q13951	A0A8V0ZPV9
Q13952	A0A8V0YZQ1
Q13972	A0A8V0YW34
Q13976	A0A8V0ZJX8
Q14004	A0A8V0Z3K4
Q14005	A0A8V0Z3E0
Q14008	A0A3Q2U985
Q14011	A0A8V1AH21
Q14012	A0A8V0ZKG5
Q14019	A0A8V0XP83
Q14028	A0A8V0ZJZ3
Q14031	A0A8V0YTF5
Q14032	A0A8V0Z793
Q14061	A0A8V1A1N4
Q14094	F1P1K0
Q14103	A0A8V0XIC8
Q14106	A0A8V0YGT1
Q14108	E1BRR6
Q14112	A0A8V0ZB31
Q14117	A0A8V0YK52
Q14118	A0A8V1A8D4
Q14119	F1NQY0
Q14123	A0A8V0ZHM1
Q14126	A0A8V0XGN8
Q14134	A0A8V1AA18
Q14135	F1NEM0
Q14137	A0A8V0XXH1
Q14139	A0A8V0ZZ44
Q14140	R4GHF3
Q14141	A0A8V0YPA2
Q14142	F1NMS2
Q14146	A0A8V0Y6N4
Q14147	A0A8V0XZB8
Q14149	A0A8V0YQ55
Q14152	A0A8V0XE72
Q14153	A0A8V0XAR9
Q14154	A0A8V0YIR0
Q14155	A0A3Q2TZR1
Q14156	A0A8V0Y435
Q14157	H9L3J8
Q14159	A0A8V0XUG7
Q14160	A0A8V0XTC7
Q14161	A0A8V0ZMJ5
Q14162	A0A8V1ACD5
Q14164	A0A8V1A762
Q14165	A0A8V1A1R4
Q14166	A0A8V0YBT4
Q14168	A0A8V1A415
Q14181	A0A8V0XAW7
Q14184	E1BVF7
Q14185	A0A8V0X6K0
Q14186	A0A8V0YW23
Q14188	A0A8V1A2L1
Q14190	A0A8V0YQA0
Q14191	A0A8V0XR90
Q14192	F1P4R3
Q14194	Q71SG4
Q14195	A0A1D5PZ51
Q14197	A0A8V1ALN3
Q14202	A0A8V0YSQ8
Q14204	A0A8V0Z519
Q14206	A0A8V0XSS4
Q14207	A0A8V0XE31
Q14232	F1NLG8
Q14241	Q5ZID8
Q14249	A0A8V1A9K2
Q14254	A0A8V1AMJ3
Q14257	A0A8V0ZZ91
Q14258	A0A8V1AMT6
Q14289	A0A8V0XZ82
Q14296	A0A8V1A2K5
Q14314	A0A8V0Y466
Q14318	A0A8V1A2D9
Q14324	P16419
Q14330	F1NA96
Q14331	E1BY86
Q14344	A0A1D5PQE8
Q14353	A0A8V1AIZ5
Q14376	A0A8V0YTL8
Q14392	A0A8V0X8W1
Q14393	A0A8V0YVP9
Q14416	A0A8V1AEI2
Q14432	A0A8V0YC57
Q14435	E1C241
Q14442	A0A8V0ZBS9
Q14444	Q5XNV3
Q14449	A0A8V0ZYT9
Q14451	A0A8V0ZY40
Q14469	R4GJE0
Q14493	A0A8V0YQD1
Q14494	Q5ZL67
Q14498	E1BRU3
Q14508	A0A8V0YV82
Q14511	A0A3Q2TVN1
Q14512	A0A8V0Y5K2
Q14517	A0A8V0YS26
Q14520	A0A8V0Z292
Q14524	A0A8V1A729
Q14526	Q90850
Q14534	A0A8V0XV04
Q14541	A0A8V0XE41
Q14549	A0A8V1A009
Q14554	A0A8V0ZHR1
Q14558	A0A8V1AKA5
Q14562	A0A8V0ZZF5
Q14565	A0A8V0YJ18
Q14566	A0A8V0ZC95
Q14571	F1P1X4
Q14573	A0A8V1ACE6
Q14582	A0A8V0Z9C2
Q14596	E1C6F8
Q14623	Q98938
Q14626	A0A8V0XXW0
Q14627	A0A8V0Z8N4
Q14642	A0A1D5PX66
Q14643	A0A8V0ZJT0
Q14644	A0A8V0YNK5
Q14651	P19179
Q14654	F1NBC9
Q14667	A0A8V1AME7
Q14669	A0A8V0ZV74
Q14671	Q2VB19
Q14674	A0A8V1A5U2
Q14677	A0A8V0YJN8
Q14678	A0A8V0YAJ6
Q14679	A0A8V0ZKL0
Q14680	A0A8V0X1Q7
Q14681	A0A8V1ALN7
Q14684	A0A8V0YF84
Q14686	A0A8V0ZRM6
Q14687	A0A8V0XWG7
Q14689	A0A8V0YF37
Q14690	A0A8V0ZNQ3
Q14691	F1NW60
Q14692	A0A8V0YGR9
Q14693	A0A8V0XEH7
Q14703	A0A8V1A1S2
Q14714	A0A8V0YVM8
Q14721	E1BYX3
Q14722	Q9PWR1
Q14728	A0A8V0YMQ6
Q14738	A0A8V0Z7F0
Q14746	A0A8V0XVQ4
Q14749	A0A8V0Z8I0
Q14765	A0A1D5PNV3
Q14766	A0A8V0XPE8
Q14767	A0A8V0XNW8
Q14774	A0A8V0Z3N7
Q14781	A0A8V1AGT0
Q14789	A0A8V0XQ47
Q14790	A0A8V0ZVJ3
Q147X3	A0A8V0Z1G4
Q14814	A0A1D5NYL4
Q14831	A0A8V0Z9P7
Q14832	E1BUE5
Q14833	A0A8V0ZXL9
Q14839	A0A8V0ZGB8
Q14847	A0A8V1A5H3
Q14849	A0A1D5PID8
Q14872	Q5ZLE7
Q14894	A0A8V0Z6Q8
Q14914	A0A8V0XV85
Q14919	A0A8V0X1U5
Q14940	A0A8V0ZJ32
Q14956	A0A8V0X5A2
Q14957	A0A8V1AEJ9
Q14964	A0A8V0XQV4
Q14966	A0A8V0Z6I0
Q14974	A0A8V0ZPQ5
Q14978	A0A8V0Z6M3
Q14980	A0A8V0XFM5
Q14990	A0A1D5PGS3
Q14993	A0A8V0X6U7
Q14994	A0A8V1AGS4
Q14995	A0A8V0XBR1
Q14997	A0A8V0Z0G8
Q149N8	A0A8V0XQY4
Q14BN4	A0A8V1A9Q2
Q14C86	A0A3Q2TVQ8
Q14C87	A0A8V0ZUD5
Q14CM0	A0A8V0X7S1
Q14CX7	A0A1D5P768
Q14CZ0	A0A8V0Z5K8
Q14CZ7	A0A8V0X105
Q14CZ8	A0A8V1A071
Q14D04	A0A8V0X1P3
Q14DG7	A0A8V0ZG85
Q15003	A0A8V0ZAJ5
Q15004	A0A8V1A285
Q15006	A0A3Q2UDL9
Q15007	A0A8V0XHC1
Q15008	A0A8V0Z6E1
Q15011	A0A8V1A4S3
Q15012	Q5ZML7
Q15013	A0A8V0Z4Y8
Q15018	A0A8V0XE37
Q15019	A0A8V1A0E1
Q15020	A0A8V0ZQW6
Q15021	A0A8V0ZNH5
Q15022	A0A8V1ADX2
Q15024	A0A8V0Z0X7
Q15025	A0A8V0YW09
Q15029	Q5F3X4
Q15031	A0A8V0YV38
Q15032	A0A8V0ZI23
Q15034	A0A8V0Y5C9
Q15036	A0A8V0Y440
Q15038	A0A3Q2TXE0
Q15040	A0A1D5P643
Q15041	A0A8V0ZGD4
Q15042	A0A8V0ZAZ7
Q15046	A0A8V0Y121
Q15047	A0A8V1AH56
Q15048	A0A8V0XZU8
Q15049	A0A1D5PIT5
Q15050	A0A8V0XK68
Q15051	A0A8V0Z023
Q15052	Q5ZLR6
Q15053	A0A8V0YQJ2
Q15056	A0A8V1ANP9
Q15058	A0A8V0YLM5
Q15059	E1C8U8
Q15061	A0A8V0Z9V2
Q15063	A0A3Q2U321
Q15067	A0A8V1AKL4
Q15070	A0A8V0XL15
Q15075	A0A8V0YKN1
Q15077	Q98907
Q15078	A0A8V1A3F0
Q15080	A0A1D5NVK9
Q15084	A0A8V0XGH4
Q15111	A0A8V0YTH7
Q15116	A0A1L1RYS1
Q15118	F1NLP2
Q15119	A0A8V1A262
Q15120	A0A8V0X4I8
Q15121	A0A3Q2UPE8
Q15124	A0A8V0YJR4
Q15126	A0A8V1AGB0
Q15131	A0A3Q2UI62
Q15139	A0A8V0XU96
Q15147	A0A3Q2U0G2
Q15149	A0A8V0Y0I0
Q15172	A0A8V0ZBD1
Q15181	A0A8V0ZLD1
Q15185	A0A8V1A6B9
Q15198	A0A8V0Z0A1
Q15208	A0A8V0ZZK5
Q15223	A0A8V1AA59
Q15233	A0A8V0YZ19
Q15256	A0A1D5P2X5
Q15257	A0A8V1ALG1
Q15262	A0A8V0XI03
Q15269	A0A8V0YI60
Q15274	A0A8V0X6V9
Q15276	A0A8V1AH05
Q15283	A0A8V1A2A7
Q15286	A0A8V0ZG00
Q15287	E1BV45
Q15291	Q5ZLX3
Q15293	E1BXF4
Q15303	A0A8V0YIT6
Q15306	A0A8V0Y4X6
Q15311	A0A8V0XA86
Q15319	Q91998
Q15326	A0A8V1A5I4
Q15329	A0A8V0YR63
Q15334	A0A8V0Z340
Q15345	A0A8V0ZYT7
Q15349	A0A8V0XW11
Q15361	R4GLV7
Q15363	A0A8V1A3R1
Q15366	A0A8V1A118
Q15369	Q5ZJT7
Q15370	A0A8V0XCN3
Q15375	O42422
Q15386	A0A8V1A0X2
Q15388	A0A1D5PKT3
Q15389	A0A8V0YG71
Q15390	Q9PTD5
Q15391	A0A8V0X6Q7
Q15392	A0A8V0ZY51
Q15393	A0A1D6UPS9
Q15397	A0A8V0YCX6
Q15398	A0A8V0Z0R6
Q15404	A0A8V0XHI1
Q15406	A0A8V1AAT5
Q15413	A0A8V0ZGY9
Q15417	A0A1L1RWF6
Q15427	H9L019
Q15428	A0A8V1AAU7
Q15431	A0A8V0ZXH7
Q15435	A0A8V0ZUQ4
Q15436	A0A1D5P0E2
Q15437	Q5ZK03
Q15438	A0A8V1ALE2
Q15459	F1NU16
Q15464	R4GGM0
Q15466	A0A8V0YIV0
Q15468	A0A8V1A6L7
Q15475	Q3C2H5
Q15477	A0A8V0ZZI7
Q15506	A0A8V0ZYU1
Q15526	Q800L1
Q15527	A0A8V1AFQ7
Q15532	A0A1D5PFT4
Q15542	Q5F3I7
Q15543	Q5ZLI0
Q15544	E1C6Y5
Q15545	F1NI87
Q15546	A0A8V1AJ22
Q15560	A0A8V1A0A3
Q15569	R4GJB8
Q15572	A0A8V0XY31
Q15573	A0A8V0YZQ3
Q15582	A0A8V0YG54
Q15596	A0A8V0XK21
Q15599	A0A8V0YXB1
Q155Q3	A0A8V1A0W9
Q15628	A0A8V0ZU42
Q15629	Q8AXQ0
Q15633	A0A8V1A0R4
Q15643	A0A8V0YKE2
Q15646	A0A8V1A4X0
Q15648	E1BUI5
Q15649	A0A8V1AGE7
Q15650	A0A8V0ZUQ7
Q15651	Q5ZIR5
Q15652	A0A8V0Y632
Q15653	A0A8V0XWC2
Q15669	A0A3Q2UHR2
Q15672	A0A8V0XEN1
Q15678	F1NVR5
Q15691	Q5ZLC7
Q15699	R4GGE5
Q15700	A0A8V0XRG5
Q15717	A0A8V1AJ77
Q15723	E1C717
Q15735	A0A8V0ZNX4
Q15738	A0A8V0YP23
Q15743	A0A8V0YWI2
Q15750	A0A8V0YEZ7
Q15751	A0A8V1A1N8
Q15759	A0A8V0XC96
Q15760	A0A1L1RL16
Q15761	A0A8V0XZF5
Q15762	A0A8V0X9K6
Q15771	F1NWF1
Q15772	A0A8V0YYZ3
Q15773	A0A8V0ZR43
Q15777	E1BXB8
Q15784	A0A8V1AAI0
Q15785	A0A8V0ZKZ6
Q15788	Q5F393
Q15796	A0A1D5NUH3
Q15797	Q56IA0
Q15811	A0A8V0YF29
Q15813	A0A8V0Y246
Q15814	A0A8V0Z6M9
Q15818	A0A8V1AP67
Q15819	Q5F3Z3
Q15836	F1P4I3
Q15842	R4GJD4
Q15843	A0A8V0XL51
Q15846	A0A8V0XM26
Q15847	A0A1D5PM71
Q15848	A0A8V0ZYJ8
Q15849	A0A8V0Y840
Q15878	F1NFD4
Q15884	A0A8V0YWL2
Q15904	A0A8V0X6K8
Q15906	H9KYW9
Q15907	Q5F3R8
Q15910	A0A8V0Y617
Q15911	A0A8V0Y5Y6
Q15942	Q04584
Q16082	A0A8V1A9C2
Q16099	A0A8V1A4D7
Q16134	A0A8V0Y3I7
Q16143	A0A8V0XZN4
Q16181	A0A8V0Z8E7
Q16204	A0A1D5NTR1
Q16206	A0A8V0YWQ0
Q16222	A0A8V0YK04
Q16236	A0A8V0ZXX6
Q16254	Q5ZJU1
Q16270	A0A8V0XJQ3
Q16280	A0A8V0YJP3
Q16322	Q7T199
Q16342	A0A8V0XPX5
Q16348	A0A8V0YZP7
Q16363	A0A8V0YSK9
Q16394	A0A8V0Y8L6
Q16401	A0A8V1AGU4
Q16445	Q90845
Q16513	E1BYS6
Q16514	A0A8V0YTS2
Q16515	A0A8V0ZJ57
Q16518	Q9YGX2
Q16520	A0A8V0XPQ9
Q16527	P50460
Q16531	Q805F9
Q16533	A0A8V0ZAG9
Q16534	A0A8V1AIZ9
Q16537	F1NLM6
Q16538	E1C9F2
Q16539	A0A1D5PIQ5
Q16540	F1NVZ3
Q16548	A0A8V0ZC85
Q16549	A0A8V0ZRB7
Q16555	Q90635
Q16558	A0A8V0Y7L9
Q16559	A0A3Q2TXR2
Q16560	A0A8V0ZZR9
Q16563	A0A8V0Y4V9
Q16566	A0A1L1RWI9
Q16568	A0A8V0Y2H7
Q16572	A0A8V0Y9W7
Q16576	Q9I8G9
Q16581	A0A8V0YWM7
Q16585	Q5ZJR7
Q16589	A0A8V0Y1D7
Q16594	A0A8V0ZAG4
Q16595	A0A8V0YWF9
Q16602	C5HV42
Q16610	A0A8V1ADW6
Q16611	A0A8V1A9Q3
Q16612	Q90667
Q16613	P79774
Q16623	A0A8V1AMH7
Q16625	Q91049
Q16626	A0A1D5PZX0
Q16629	A0A1D5PX32
Q16630	Q5ZL34
Q16633	A0A8V1A0L2
Q16637	A0A8V0Y204
Q16644	A0A8V1ACK0
Q16649	Q90Z72
Q16650	A0A1D5P6N0
Q16654	F1NYN2
Q16655	E1C403
Q16656	A0A8V0XUY2
Q16658	D5LPR1
Q16659	Q5F3W3
Q16667	A0A8V0Z256
Q16671	A0A8V0ZRX3
Q16676	Q98937
Q16678	A0A8V0XXH7
Q16690	A0A1D5P5S2
Q16698	A0A8V0YG03
Q16706	A0A8V0Y7C8
Q16718	A0A8V0XCD2
Q16719	A0A8V0Y375
Q16739	E1C7A5
Q16760	A0A8V0ZUG5
Q16769	A0A8V0XX04
Q16773	A0A8V1AH66
Q16774	A0A8V1ACL2
Q16777	P70082
Q16787	A0A8V0XIV7
Q16790	A0A8V0YF14
Q16795	A0A8V0ZX57
Q16798	A0A8V0XPQ6
Q16799	A0A8V0YSQ3
Q16816	A0A8V1AJR9
Q16819	A0A8V0XT72
Q16820	A0A8V0XBQ7
Q16821	A0A8V0X902
Q16825	A0A1D5P6Q1
Q16827	A0A8V0YGL5
Q16828	Q7T2L9
Q16829	Q5F335
Q16831	A0A8V0X899
Q16832	A0A8V0YPR4
Q16836	A0A8V0XIM8
Q16842	A0A8V0ZLV8
Q16849	A0A8V0ZC67
Q16850	A0A8V0XK18
Q16851	A0A1D5P0A1
Q16873	A0A8V0Z0H3
Q16875	A0A8V0XXJ4
Q16877	A0A8V1A7E3
Q16878	E1C9J4
Q16880	A0A8V0XAD6
Q16881	A0A8V0Y695
Q16891	A0A8V0Z4N2
Q17R31	A0A8V0Z962
Q17R89	A0A3Q2TYW2
Q17R98	A0A8V0XSU2
Q17RB8	A0A8V0YWF4
Q17RC7	A0A8V0YT99
Q17RG1	A0A8V1A568
Q17RM4	A0A8V0XRQ7
Q17RN3	Q5ZMB0
Q17RS7	A0A8V0X5F3
Q17RW2	A0A8V0ZLQ9
Q17RY0	A0A1D5P1V7
Q18PE1	A0A8V0YXI0
Q19AV6	A0A8V1AEZ6
Q19T08	A0A8V0XZ60
Q1ED39	A0A8V0Z2L1
Q1EHB4	F1NJG7
Q1L5Z9	A0A8V0YVL9
Q1L6U9	A0A8V0Y4P0
Q1MSJ5	A0A8V0XNB2
Q1MX18	A0A8V0ZSK0
Q1RMZ1	Q5ZJ87
Q1W6H9	E1BRA4
Q1XH10	A0A8V0XXR9
Q1ZZU3	A0A8V1AF36
Q24JP5	A0A8V0ZKV3
Q24JQ0	A0A3Q2TWK9
Q27J81	A0A8V0Z7F3
Q2I0M5	A0A8V0YTF2
Q2KHM9	A0A3Q2UE38
Q2KHR2	A0A1D5P264
Q2KHR3	A0A8V0ZI64
Q2KHT3	A0A8V0ZA80
Q2KHT4	A0A8V0YGC9
Q2KJY2	A0A8V0XZF4
Q2L4Q9	A0A8V0X0L4
Q2LD37	A0A8V0XGG8
Q2M1K9	A0A8V0ZY86
Q2M1P5	A0A8V0ZB27
Q2M1V0	A0A8V0YKF8
Q2M1Z3	A0A8V1A8E2
Q2M243	A0A1L1RNL0
Q2M296	A0A8V0XX30
Q2M2I8	A0A8V0Z2Z3
Q2M2W7	A0A8V1AJI4
Q2M329	A0A8V0YDZ6
Q2M385	A0A8V1A5A2
Q2M389	A0A8V0YBS7
Q2M3C6	A0A8V1A3E0
Q2M3C7	A0A8V0ZTQ6
Q2M3M2	A0A8V1A3S4
Q2M3R5	A0A8V0ZJU7
Q2M3V2	A0A8V0YLG3
Q2M5E4	A0A8V0YAN8
Q2MKA7	E1BVU3
Q2MV58	A0A8V1A5X0
Q2NKJ3	A0A8V0ZR38
Q2NKQ1	A0A8V0ZGJ5
Q2NKX8	A0A8V0YRH6
Q2NL67	A0A8V0ZQY6
Q2PPJ7	A0A8V0YYS5
Q2PZI1	A0A8V0ZG21
Q2QGD7	A0A8V0ZIC0
Q2T9J0	A0A8V0ZLD0
Q2T9L4	A0A8V0ZVN3
Q2TAA2	A0A8V0XIU4
Q2TAA5	A0A8V0X5Y1
Q2TAA8	A0A8V0ZFD5
Q2TAC2	A0A8V1ANX0
Q2TAC6	A0A8V1AIN5
Q2TAL5	A0A1D5PRI5
Q2TAL6	E1BVA8
Q2TAL8	E1BTP9
Q2TAM9	A0A8V0XNN8
Q2TAP0	A0A1D5PEN0
Q2TAY7	Q5ZME8
