X6R8D5	Q8K168
P84090	P84089
P84095	P84096
P84098	P84099
P84101	P84102
P84103	P84104
P84157	Q9CZH7
P84243	P84244
P84550	Q8BX46
P85037	P42128
P85298	Q9CXP4
P85299	Q812A5
P86452	D2EAC2
P98066	O08859
P98073	P97435
P98077	Q8BMC3
P98082	P98078
P98088	E9QAQ8
P98095	P37889
P98153	P98154
P98155	P98156
P98160	Q05793
P98161	O08852
P98164	A2ARV4
P98170	Q60989
P98171	B1AUY3
P98172	P52795
P98173	Q9D8T0
P98174	P52734
P98175	Q99KG3
P98177	Q9WVH3
P98179	O89086
P98194	Q80XR2
P98196	P98197
P98198	P98199
P99999	P62897
Q00005	Q6ZWR4
Q00013	P70290
Q00056	P06798
Q00059	P40630
Q00169	P53810
Q00266	Q91X83
Q00325	Q8VEM8
Q00341	Q8VDJ3
Q00403	P62915
Q00444	P32043
Q00526	Q80YP0
Q00532	Q8CEQ0
Q00534	Q64261
Q00535	P49615
Q00536	Q04735
Q00537	Q8K0D0
Q00577	P42669
Q00587	Q91W92
Q00597	P50652
Q00604	P48744
Q00610	Q68FD5
Q00613	P38532
Q00653	Q9WTK5
Q00688	Q62446
Q00722	A3KGF7
Q00765	Q60870
Q00796	Q64442
Q00839	Q8VEK3
Q00872	A0A571BEN1
Q008S8	A0A140LIP2
Q00973	Q09200
Q00975	O55017
Q00978	Q61179
Q00987	P23804
Q00994	Q9WTZ9
Q00G26	Q8BVZ1
Q00LT1	Q00LT2
Q01064	Q01065
Q01081	Q9D883
Q01082	Q62261
Q01085	P70318
Q01094	Q61501
Q01101	Q63ZV0
Q01113	Q01114
Q01118	B1AYL1
Q01130	Q62093
Q01151	O88324
Q01167	Q3UCQ1
Q01196	Q03347
Q01201	Q04863
Q01344	P21183
Q01362	P20490
Q01415	Q68FH4
Q01432	O08739
Q01433	Q9DBT5
Q01449	Q9QVP4
Q01453	P16646
Q01459	Q8R242
Q01469	Q05816
Q01484	Q8C8R3
Q01518	P40124
Q01538	Q8CFC2
Q01543	P26323
Q01546	Q3UV17
Q01581	Q8JZK9
Q01638	P14719
Q01650	Q9Z127
Q01658	Q91WV0
Q01664	Q9JIZ5
Q01668	Q99246
Q01718	Q64326
Q01726	Q01727
Q01740	P50285
Q01780	P56960
Q01804	B2RRE7
Q01813	Q9WUA3
Q01814	Q9R0K7
Q01826	Q60611
Q01831	P51612
Q01844	Q61545
Q01850	P97817
Q01851	P17208
Q01892	O35906
Q01954	O35914
Q01955	Q9QZS0
Q01959	Q61327
Q01968	Q6NVF0
Q01970	P51432
Q01973	Q9Z139
Q01974	Q9Z138
Q01995	P37804
Q02040	A2A3V1
Q02078	Q60929
Q02080	O55087
Q02083	Q9D7V9
Q02086	Q9D2H6
Q02094	Q9QUT0
Q02108	Q9ERL9
Q02127	O35435
Q02153	O54865
Q02156	P16054
Q02218	Q60597
Q02221	P43023
Q02223	O88472
Q02224	Q6RT24
Q02241	E9Q5G3
Q02246	Q61330
Q02252	Q9EQ20
Q02297	Q6DR98
Q02318	Q9DBG1
Q02338	Q80XN0
Q02363	P41136
Q02388	Q63870
Q02410	B2RUJ5
Q02446	Q62445
Q02447	O70494
Q02487	P55292
Q02509	Q9Z0L3
Q02535	P41133
Q02543	P62717
Q02548	Q02650
Q02556	P23611
Q02575	Q02576
Q02577	Q64221
Q02641	Q8R3Z5
Q02643	P32082
Q02742	Q09324
Q02747	P33680
Q02750	P31938
Q02763	Q02858
Q02779	Q66L42
Q02790	P30416
Q02809	Q9R0E2
Q02817	Q80Z19
Q02818	Q02819
Q02833	Q9DD19
Q02846	P52785
Q02878	P47911
Q02880	Q64511
Q02930	Q8K1L0
Q02952	Q9WTQ5
Q02962	P32114
Q02978	Q9CR62
Q03001	Q91ZU6
Q03014	P43120
Q03052	P21952
Q03060	P27699
Q03111	Q9ERL0
Q03112	P14404
Q03113	P27600
Q03135	P49817
Q03154	Q99JW2
Q03164	P55200
Q03167	O88393
Q03169	Q61333
Q03181	P35396
Q03188	P49452
Q03252	P21619
Q03393	Q9R1Z7
Q03395	P32958
Q03403	Q03404
Q03405	P35456
Q03426	Q9R008
Q03431	P41593
Q03468	F8VPZ5
Q03518	P21958
Q03519	P36371
Q03591	Q61406
Q03692	Q05306
Q03701	P53569
Q03721	Q8R1C0
Q03828	P49749
Q03933	P38533
Q03989	Q3U108
Q04206	Q04207
Q04323	Q922Y1
Q04446	Q9D6Y9
Q04609	O35409
Q04637	Q6NZJ6
Q04656	Q64430
Q04671	Q62052
Q04695	Q9QWL7
Q04721	O35516
Q04724	Q62440
Q04725	Q9WVB2
Q04726	Q08122
Q04727	Q62441
Q04741	Q04742
Q04743	Q04744
Q04756	Q9R098
Q04759	Q02111
Q04760	Q9CPU0
Q04771	P37172
Q04837	Q9CYR0
Q04844	P20782
Q04864	P15307
Q04900	Q9R0L9
Q04912	Q62190
Q04917	P68510
Q04941	Q9R1Q7
Q05048	Q99LC2
Q05066	Q05738
Q05084	P97411
Q05086	O08759
Q05193	P39053
Q05195	P50538
Q05209	P35831
Q05215	Q9WUF2
Q05329	P48320
Q05397	P34152
Q05469	P54310
Q05513	Q02956
Q05516	Q3UQ17
Q05519	Q3UIX4
Q05586	P35438
Q05639	P62631
Q05655	P28867
Q05682	E9QA15
Q05707	Q80X19
Q05823	Q05921
Q05901	Q8BMN3
Q05923	Q05922
Q05925	P09065
Q05932	P48760
Q05940	Q8BRU6
Q05996	P20239
Q05BQ5	Q6P5G3
Q05BV3	Q8BQM8
Q05C16	A6H694
Q05D32	Q8BG15
Q05D60	Q7M6Y5
Q05DH4	Q505K2
Q06033	Q61704
Q06055	P56383
Q06124	P35235
Q06136	Q6GV12
Q06187	P35991
Q06190	B2RXC8
Q06203	Q8CIH9
Q06210	P47856
Q06265	Q9JHI7
Q06278	O54754
Q06323	P97371
Q06330	P31266
Q06413	Q8CFN5
Q06418	P55144
Q06432	O70578
Q06455	Q61909
Q06481	Q06335
Q06495	Q60825
Q06546	Q00422
Q06547	Q00420
Q06587	O35730
Q06609	Q08297
Q06643	P41155
Q06710	Q00288
Q06787	P35922
Q06828	P50608
Q06830	P35700
Q06889	P43300
Q06945	Q06831
Q07001	P02716
Q07002	Q04899
Q07011	P20334
Q07020	P35980
Q07021	O35658
Q07065	Q8BMK4
Q07075	P16406
Q07092	Q8BLX7
Q07108	P37217
Q07157	P39447
Q07325	P18340
Q07326	O09101
Q07343	B1AWC9
Q07352	P23950
Q07507	Q9QZZ6
Q075Z2	Q3UW26
Q07617	Q80ZX8
Q07654	Q62395
Q07666	Q60749
Q07687	P40764
Q07699	P97952
Q07812	Q07813
Q07817	Q64373
Q07820	P97287
Q07837	Q91WV7
Q07864	Q9WVF7
Q07866	O88447
Q07869	P23204
Q07889	Q62245
Q07890	Q02384
Q07912	O54967
Q07954	Q91ZX7
Q07955	Q6PDM2
Q07960	Q5FWK3
Q07973	Q64441
Q08043	O88990
Q08050	O08696
Q08116	Q9JL25
Q08117	P63002
Q08170	Q8VE97
Q08174	Q8CFX3
Q08188	Q08189
Q08209	P63328
Q08211	O70133
Q08257	P47199
Q08289	Q8CC27
Q08334	Q61190
Q08345	Q03146
Q08357	Q80UP8
Q08378	P55937
Q08379	Q921M4
Q08380	Q07797
Q08397	P97873
Q08426	Q9DBM2
Q08431	P21956
Q08462	Q80TL1
Q08493	Q3UEI1
Q08495	Q9WV69
Q08499	Q01063
Q08554	P55849
Q08623	Q9D5U5
Q08629	Q62288
Q08722	Q61735
Q08752	Q9CR16
Q08828	O88444
Q08830	Q71KU9
Q08881	Q03526
Q08945	Q08943
Q08999	Q64700
Q08AD1	Q8C1B1
Q08AE8	Q52KF3
Q08AF3	Q8CBA2
Q08AG7	Q8BUR9
Q08AH1	Q91VA0
Q08AI6	Q3USY0
Q08AI8	Q8CEZ4
Q08AM6	Q80WQ2
Q08J23	Q1HFZ0
Q09013	P54265
Q09019	Q08274
Q09028	Q60972
Q09161	Q3UYV9
Q09327	Q10470
Q09328	Q8R4G6
Q09428	B2RUS7
Q09470	P16388
Q09472	B2RWS6
Q09666	E9Q616
Q09MP3	G3UW63
Q0D2I5	Q8BXL9
Q0D2K0	Q8BZF2
Q0D2K2	Q8C3F7
Q0D2K3	Q2WG77
Q0GE19	Q5PT53
Q0IIM8	A3KGB4
Q0JRZ9	Q3UQN2
Q0P5N6	B1ATY8
Q0P5P2	Q3V3I5
Q0P641	Q8C3M9
Q0P651	Q8C1A9
Q0P670	Q8C5U4
Q0P6D2	Q8BQT2
Q0P6D6	Q8C9M2
Q0P6H9	Q8BXJ9
Q0PNE2	Q8BK75
Q0VAA2	A0A1Y7VMD6
Q0VAA5	B2RXA1
Q0VAF6	Q8VCK7
Q0VAK6	E9QA62
Q0VAM2	Q8JZL7
Q0VAQ4	Q99KC7
Q0VD83	Q8VBT6
Q0VD86	Q6PKN7
Q0VDD7	Q6DIA7
Q0VDE8	Q8R400
Q0VDF9	Q99M31
Q0VDG4	Q3TMH2
Q0VDI3	Q8VDR5
Q0VF49	E9Q295
Q0VF96	Q6AW69
Q0VFZ6	A0JLY1
Q0VG06	A2ACJ2
Q0VG99	O08574
Q0VGL1	Q8CF66
Q0Z7S8	O08716
Q0ZGT2	Q7TPW1
Q0ZLH3	Q0ZLH2
Q10469	Q921V5
Q10471	Q6PB93
Q10472	O08912
Q10567	O35643
Q10570	Q9EPU4
Q10571	D3YWE6
Q10586	Q60925
Q10587	Q9JLC6
Q10588	Q64277
Q10589	Q8R2Q8
Q10713	Q9DC61
Q10981	Q9JL27
Q11130	Q11131
Q11201	P54751
Q11203	P97325
Q11206	Q91Y74
Q12756	P33173
Q12765	Q9CZC8
Q12766	Q6AXF8
Q12767	Q7TSH8
Q12768	Q8C2E7
Q12769	Q9Z0W3
Q12770	Q6GQT6
Q12772	Q3U1N2
Q12778	Q9R1E0
Q12788	Q8C4J7
Q12789	Q8K284
Q12791	Q08460
Q12792	Q91YR1
Q12794	Q91ZJ9
Q12796	Q3TWH3
Q12797	Q8BSY0
Q12798	P41209
Q12800	Q9ERA0
Q12802	E9Q394
Q12805	Q8BPB5
Q12809	O35219
Q12815	B7ZNG4
Q12816	Q6DIC6
Q12824	Q9Z0H3
Q12829	Q8VHP8
Q12830	A2A654
Q12834	Q9JJ66
Q12837	Q63934
Q12840	P33175
Q12841	Q62356
Q12846	P70452
Q12849	Q8C5Q4
Q12851	Q61161
Q12852	Q60700
Q12857	Q02780
Q12860	P12960
Q12864	Q9R100
Q12866	Q60805
Q12870	Q60756
Q12872	Q3USH5
Q12873	B1AR17
Q12874	Q9D554
Q12879	P35436
Q12882	Q8CHR6
Q12884	P97321
Q12887	Q8CFY5
Q12888	P70399
Q12889	Q62010
Q12891	O35632
Q12893	Q9WUH1
Q12894	Q9D8U0
Q12899	Q99PN3
Q12904	P31230
Q12905	Q9CXY6
Q12906	Q9Z1X4
Q12907	Q9DBH5
Q12908	P70172
Q12912	Q60664
Q12913	Q64455
Q12923	Q64512
Q12926	Q60899
Q12929	Q08509
Q12931	Q9CQN1
Q12933	P39429
Q12934	A2AMT1
Q12946	Q61080
Q12947	O54743
Q12948	Q61572
Q12951	Q922I5
Q12952	Q64731
Q12955	G5E8K5
Q12959	Q811D0
Q12962	Q8K0H5
Q12965	E9Q634
Q12967	Q03385
Q12968	P97305
Q12972	Q8R3G1
Q12974	O70274
Q12979	Q5SSL4
Q12980	Q8VIJ8
Q12981	Q6QD59
Q12982	O54940
Q12983	O55003
Q12986	B1AY10
Q12988	Q9QZ57
Q12996	Q99LI7
Q12999	Q9CQ88
Q13002	P39087
Q13003	B1AS29
Q13007	Q925S4
Q13009	Q60610
Q13011	O35459
Q13015	P97783
Q13017	P97393
Q13018	Q62028
Q13021	Q91X49
Q13023	E9Q9K8
Q13029	A2A7B5
Q13033	Q9ERG2
Q13042	Q8R349
Q13043	Q9JI11
Q13045	Q9JJ28
Q13049	Q8CH72
Q13057	Q9DBL7
Q13061	E9Q9K5
Q13064	Q60764
Q13077	P39428
Q13084	Q9D1B9
Q13085	Q5SWU9
Q13087	D3Z6P0
Q13093	Q60963
Q13094	Q60787
Q13098	Q99LD4
Q13099	Q61371
Q13103	Q8K1I3
Q13105	Q60821
Q13107	P35123
Q13111	Q9QWF0
Q13112	Q9D0N7
Q13113	Q9CQH0
Q13114	Q60803
Q13115	Q8BFV3
Q13118	O89091
Q13123	Q9Z1M8
Q13126	Q9CQ65
Q13127	Q8VIG1
Q13129	A2A7F4
Q13131	Q5EG47
Q13133	Q9Z0Y9
Q13136	B2RXQ2
Q13137	A2A6M5
Q13144	Q8CHW4
Q13145	Q9D0L6
Q13148	Q921F2
Q13151	Q9CX86
Q13153	O88643
Q13155	Q8R010
Q13158	Q61160
Q13162	O08807
Q13163	Q9WVS7
Q13164	Q9WVS8
Q13177	Q8CIN4
Q13183	Q9ES88
Q13185	P23198
Q13188	Q9JI10
Q13190	Q8K1E0
Q13191	Q3TTA7
Q13200	Q8VDM4
Q13201	B2RPV6
Q13202	O09112
Q13203	P70402
Q13206	Q80Y44
Q13207	Q60707
Q13214	Q62177
Q13216	Q8CFD5
Q13217	Q91YW3
Q13219	Q8R4K8
Q13224	Q01097
Q13227	Q921N8
Q13231	Q9D7Q1
Q13232	Q9WV85
Q13233	P53349
Q13237	Q61410
Q13239	Q60898
Q13241	O54707
Q13242	Q9D0B0
Q13243	O35326
Q13247	Q3TWW8
Q13253	P97466
Q13255	P97772
Q13257	Q9Z1B5
Q13258	P70263
Q13261	Q60819
Q13263	Q62318
Q13268	Q149L0
Q13275	O88632
Q13277	Q64704
Q13283	P97855
Q13285	P33242
Q13286	Q61124
Q13287	O35309
Q13291	Q9QUM4
Q13303	P62482
Q13304	Q6NS65
Q13308	Q8BKG3
Q13309	Q9Z0Z3
Q13310	Q6PHQ9
Q13315	Q62388
Q13316	O55188
Q13319	O35926
Q13322	Q60760
Q13323	O70337
Q13324	Q60748
Q13326	P82348
Q13330	Q8K4B0
Q13332	B0V2N1
Q13336	Q8VHL0
Q13347	Q9QZD9
Q13349	Q3V0T4
Q13351	P46099
Q13352	Q9CQ82
Q13356	Q9D787
Q13361	Q9QZJ6
Q13362	Q60996
Q13363	O88712
Q13367	Q9JME5
Q13368	O88910
Q13370	Q61409
Q13371	Q9DBX2
Q13387	Q9ERE9
Q13393	Q9Z280
Q13394	O70299
Q13395	E9Q368
Q13402	P97479
Q13404	Q9CZY3
Q13405	Q9CQ40
Q13409	O88487
Q13410	Q62556
Q13415	Q9Z1N2
Q13416	Q60862
Q13418	O55222
Q13421	Q61468
Q13422	Q03267
Q13423	Q61941
Q13424	Q61234
Q13425	Q61235
Q13426	Q924T3
Q13427	A2AR02
Q13428	O08784
Q13432	Q9Z2R6
Q13433	Q8C145
Q13435	Q3UJB0
Q13438	Q8K2C7
Q13439	Q91VW5
Q13442	Q3UHX2
Q13443	Q61072
Q13444	O88839
Q13445	Q3V009
Q13449	Q8BLK3
Q13451	Q64378
Q13454	Q8BTV1
Q13459	Q9QY06
Q13461	Q9QY14
Q13464	P70335
Q13467	Q9EQD0
Q13469	Q60591
Q13470	Q99ML2
Q13472	O70157
Q13474	Q05AA6
Q13477	Q61826
Q13478	Q61098
Q13480	Q9QYY0
Q13485	P97471
Q13487	Q91XA5
Q13488	Q9JHF5
Q13489	O08863
Q13490	Q62210
Q13491	P35803
Q13492	Q7M6Y3
Q13495	P0C6A2
Q13496	Q9Z2C5
Q13501	Q64337
Q13503	Q9CQ39
Q13505	P47802
Q13506	Q61122
Q13507	Q9QZC1
Q13508	Q8R2G4
Q13509	Q9ERD7
Q13510	Q9WV54
Q13515	Q6NVD9
Q13516	Q9EQW6
Q13519	Q64387
Q13520	Q8C4A0
Q13522	Q9ERT9
Q13523	Q61136
Q13526	Q9QUR7
Q13530	Q9QZI9
Q13535	Q9JKK8
Q13541	Q60876
Q13542	P70445
Q13546	Q60855
Q13547	O09106
Q13555	Q923T9
Q13557	Q6PHZ2
Q13561	Q99KJ8
Q13562	Q60867
Q13563	O35245
Q13564	Q8VBW6
Q13568	P56477
Q13569	P56581
Q13571	Q61168
Q13572	Q8BYN3
Q13573	Q9CSN1
Q13574	Q80UP3
Q13576	Q3UQ44
Q13585	O88495
Q13586	P70302
Q13588	Q9CX99
Q13591	Q62217
Q13595	Q6PFR5
Q13596	Q9WV80
Q13601	Q8BGA5
Q13606	G3X9L8
Q13608	Q99LC9
Q13609	O55070
Q13610	Q99LL5
Q13613	Q9Z2C4
Q13614	Q9Z2D1
Q13615	Q8K296
Q13616	Q9WTX6
Q13617	Q9D4H8
Q13618	Q9JLV5
Q13619	Q3TCH7
Q13620	A2A432
Q13621	P55014
Q13625	Q8CG79
Q13627	Q61214
Q13630	P23591
Q13634	E9Q9Q6
Q13635	Q61115
Q13636	Q921E2
Q13637	Q9CZE3
Q13639	P97288
Q13641	Q9Z0L0
Q13642	P97447
Q13643	Q9R059
Q13651	Q61727
Q13671	Q921Q7
Q13683	Q61738
Q13685	Q3TJ22
Q13686	P0CB42
Q13698	Q02789
Q13702	P12672
Q13705	P27040
Q13724	Q80UM7
Q13733	Q9WV27
Q13740	Q61490
Q13751	Q61087
Q13753	Q61092
Q13761	Q64131
Q13769	Q8BKT7
Q13772	Q5U4H9
Q13790	Q91V80
Q13794	Q9JM54
Q13795	Q8BXL7
Q13796	A2ALU4
Q13797	B8JK39
Q13813	P16546
Q13822	Q9R1E6
Q13823	Q99LH1
Q13825	Q9JLZ3
Q13829	O70479
Q13835	P97350
Q13838	Q9Z1N5
Q13867	Q8R016
Q13868	Q8VBV3
Q13873	O35607
Q13875	Q9D2P8
Q13882	Q64434
Q13884	Q99L88
Q13885	Q7TMM9
Q13886	O35739
Q13887	Q9Z0Z7
Q13889	Q8VD76
Q13895	O54825
Q13901	O35473
Q13905	A0A5F8MPI9
Q13907	P58044
Q13936	Q01815
Q13939	Q8CDE2
Q13946	P70453
Q13950	Q08775
Q13951	Q08024
Q13952	P70353
Q13956	P61249
Q13972	P27671
Q13976	P0C605
Q14003	Q63959
Q14004	Q69ZA1
Q14005	O54824
Q14008	A2AGT5
Q14011	P60824
Q14012	Q91YS8
Q14019	Q9CQI6
Q14028	E1AZ71
Q14031	B1AVK5
Q14032	Q91X34
Q14050	A2ACT7
Q14055	Q07643
Q14061	P56394
Q14088	P97950
Q14094	Q9Z2V9
Q14103	Q60668
Q14106	Q9JM55
Q14108	O35114
Q14112	O88322
Q14114	Q924X6
Q14116	P70380
Q14117	Q9EQF5
Q14118	Q62165
Q14119	Q5SXC4
Q14123	Q64338
Q14126	O55111
Q14134	Q8R2Q0
Q14135	Q80V24
Q14137	P97452
Q14139	E9Q735
Q14140	Q9JJG5
Q14141	Q9R1T4
Q14142	Q8BVW3
Q14145	Q9Z2X8
Q14146	E9Q7L1
Q14147	Q9DBV3
Q14149	F7BJB9
Q14151	Q80YR5
Q14152	P23116
Q14153	Q8BGR5
Q14154	Q9DCV6
Q14155	Q9ES28
Q14156	Q8BG67
Q14157	Q80X50
Q14159	Q8BGX7
Q14160	Q80U72
Q14161	Q9JLQ2
Q14162	Q5ND28
Q14164	Q9R0T8
Q14165	Q6ZQI3
Q14166	Q3UDE2
Q14168	Q9WV34
Q14181	P33611
Q14183	Q7TNF0
Q14184	P70169
Q14185	Q8BUR4
Q14186	Q08639
Q14188	Q64163
Q14190	Q61079
Q14191	O09053
Q14192	O70433
Q14194	P97427
Q14195	Q62188
Q14197	Q8R035
Q14201	P50615
Q14202	Q9JLM4
Q14203	O08788
Q14204	Q9JHU4
Q14206	Q9JHG2
Q14207	Q8BMA5
Q14209	P56931
Q14210	P35459
Q14213	O35228
Q14232	Q99LC8
Q14240	P10630
Q14241	Q8CB77
Q14242	Q62170
Q14244	O88735
Q14246	Q61549
Q14247	Q60598
Q14249	O08600
Q14254	Q60634
Q14257	Q8BP92
Q14258	Q61510
Q14289	Q9QVP9
Q14296	Q9JIX9
Q14314	P12804
Q14315	Q8VHX6
Q14318	O35465
Q14320	Q9WV03
Q14324	Q5XKE0
Q14330	Q8K1Z6
Q14331	P97376
Q14332	Q9JIP6
Q14344	P27601
Q14353	O35969
Q14376	Q8R059
Q14392	G3XA59
Q14393	Q61592
Q14397	Q91X44
Q14416	Q14BI2
Q14432	Q9Z0X4
Q14435	P70419
Q14439	Q80WT4
Q14442	Q5M9N4
Q14444	Q60865
Q14449	Q9JLM9
Q14451	Q03160
Q14457	O88597
Q14469	P35428
Q14493	P97440
Q14494	Q61985
Q14498	Q8VH51
Q14508	Q9DAU7
Q14511	O35177
Q14512	O70514
Q14515	P70663
Q14517	A0A087WRT4
Q14520	Q8K0D2
Q14524	Q9JJV9
Q14526	Q9R1Y5
Q14527	Q6PCN7
Q14532	Q62168
Q14534	P52019
Q14541	Q9WUU6
Q14542	Q61672
Q14549	P82976
Q14554	Q921X9
Q14558	Q9D0M1
Q14562	A2A4P0
Q14563	O08665
Q14565	Q61880
Q14566	P97311
Q14571	Q9Z329
Q14573	P70227
Q14574	P55850
Q14576	Q60900
Q14582	Q60948
Q14590	Q499D5
Q14596	P97432
Q14623	P97812
Q14624	A6X935
Q14627	O88786
Q14642	Q7TNC9
Q14643	P11881
Q14644	Q60790
Q14651	Q3V0K9
Q14653	P70671
Q14654	Q61743
Q14657	Q9CR70
Q14667	Q5SYL3
Q14669	G5E870
Q14671	Q80U78
Q14674	P60330
Q14676	Q5PSV9
Q14677	Q99KN9
Q14678	E9Q238
Q14679	Q80UG8
Q14680	Q61846
Q14683	Q9CU62
Q14684	Q91YK2
Q14686	Q9JL19
Q14687	Q3U3C9
Q14689	Q8BWT5
Q14690	Q6NS46
Q14691	Q9CZ15
Q14692	Q6PGF5
Q14693	Q91ZP3
Q14694	P52479
Q14696	Q9ERE7
Q14697	Q8BHN3
Q14699	Q6A0D4
Q14703	Q9WTZ2
Q14714	Q62147
Q14721	Q03717
Q14722	P63143
Q14728	Q9D2V8
Q14738	Q7TNL5
Q14739	Q3U9G9
Q14746	Q921L5
Q14749	Q9QXF8
Q14761	Q64697
Q14764	Q9EQK5
Q14765	P42228
Q14766	Q8CG19
Q14767	O08999
Q14773	Q9ERM2
Q14774	Q61670
Q14781	P30658
Q14789	E9PVZ8
Q14790	O89110
Q147U7	Q8CEZ1
Q147X3	Q8CES0
Q14802	Q61835
Q14807	Q3V300
Q14814	Q63943
Q14831	Q68ED2
Q14832	Q9QYS2
Q14833	Q68EF4
Q14839	Q6PDQ2
Q14847	Q61792
Q14849	Q61542
Q14863	Q07916
Q14865	Q8BM75
Q14872	Q07243
Q14894	O54983
Q14896	O70468
Q14914	Q91YR9
Q14916	Q61983
Q14919	Q9D6N5
Q14929	E9Q3R6
Q14934	Q8K120
Q14938	P70257
Q14940	B2RXE2
Q14956	Q99P91
Q14957	Q01098
Q14964	Q8BHD0
Q14966	Q61464
Q14973	O08705
Q14974	P70168
Q14978	E9Q5C9
Q14980	E9Q7G0
Q14982	G5E8G3
Q14990	Q61999
Q14993	Q0VF58
Q14994	O35627
Q14995	Q60674
Q14997	Q5SSW2
Q14999	Q8VE73
Q149M9	A6H603
Q149N8	Q7TPQ3
Q14BN4	Q3URD3
Q14C86	Q6PAR5
Q14C87	Q76HP3
Q14CB8	Q8BRH3
Q14CM0	A2AFR3
Q14CN4	Q6IME9
Q14CS0	Q0KL01
Q14CW9	A2AWT3
Q14CX5	Q6PDE8
Q14CX7	Q8BWZ3
Q14CZ0	Q14AM7
Q14CZ7	Q8BSN9
Q14CZ8	Q640R3
Q14D04	A1A535
Q14DG7	F7BAB2
Q15003	Q8C156
Q15004	Q9CQX4
Q15005	Q9CYN2
Q15006	Q9CRD2
Q15007	Q9ER69
Q15008	Q99JI4
Q15011	Q9JJK5
Q15012	Q60961
Q15013	Q9DCX1
Q15014	Q9R0Q4
Q15018	Q3TCJ1
Q15019	P42208
Q15020	Q9JLI8
Q15021	Q8K2Z4
Q15022	Q80U70
Q15024	Q9D0M0
Q15025	Q9WUU8
Q15027	Q8K2H4
Q15029	O08810
Q15031	Q8VDC0
Q15032	E9Q9Q2
Q15034	A6H6S0
Q15035	Q924Z5
Q15036	Q8BVL3
Q15038	Q9DCP9
Q15040	Q9DBJ6
Q15041	Q9JKW0
Q15042	Q80UJ7
Q15043	Q75N73
Q15046	Q99MN1
Q15047	O88974
Q15048	Q8VC16
Q15049	Q8VHK5
Q15050	Q9CYH6
Q15051	Q8BP00
Q15052	Q8K4I3
Q15053	E9Q2T4
Q15054	Q9EQ28
Q15056	Q9WUK2
Q15057	Q6ZQK5
Q15058	L0N7N1
Q15059	Q8K2F0
Q15061	Q6ZQL4
Q15063	Q62009
Q15067	Q9R0H0
Q15070	Q8BGA9
Q15072	Q8BQN6
Q15075	Q8BL66
Q15077	Q9ERK9
Q15078	P61809
Q15080	P97369
Q15084	Q922R8
Q15102	Q61205
Q15109	Q62151
Q15111	Q3USB7
Q15113	Q61398
Q15116	Q02242
Q15118	Q8BFP9
Q15119	Q9JK42
Q15120	Q922H2
Q15121	Q62048
Q15124	Q8BZF8
Q15125	P70245
Q15126	Q9D1G2
Q15131	Q3UMM4
Q15139	Q62101
Q15147	Q91UZ1
Q15149	Q9QXS1
Q15154	Q9R0L6
Q15165	Q62086
Q15166	Q62087
Q15170	Q921P9
Q15172	Q6PD03
Q15173	Q6PD28
Q15181	Q9D819
Q15185	Q9R0Q7
Q15198	Q6PE55
Q15208	Q91VJ4
Q15223	Q9JKF6
Q15233	Q99K48
Q15256	Q62132
Q15257	P58389
Q15262	P35822
Q15269	Q8BU03
Q15270	G3UXB3
Q15274	Q91X91
Q15276	O35551
Q15283	P58069
Q15286	Q6PHN9
Q15287	Q99M28
Q15291	Q8BX09
Q15293	Q05186
Q15303	Q61527
Q15306	Q64287
Q15311	Q62172
Q15319	Q63955
Q15326	Q8R5C8
Q15327	Q9CR42
Q15329	Q61502
Q15334	Q80Y17
Q15345	Q8K1C9
Q15349	Q9WUT3
Q15361	Q62187
Q15363	Q9R0Q3
Q15365	P60335
Q15366	Q61990
Q15369	P83940
Q15370	P62869
Q15375	Q61772
Q15382	Q921J2
Q15386	Q80U95
Q15388	Q9DCC8
Q15389	O08538
Q15390	Q99MB2
Q15391	Q9ESG6
Q15392	Q8VCH6
Q15393	Q921M3
Q15397	Q8BKS9
Q15398	Q8K4R9
Q15399	Q9EPQ1
Q15404	Q01730
Q15406	Q64249
Q15413	A2AGL3
Q15417	Q9DAW9
Q15418	P18653
Q15424	D3YXK2
Q15427	Q8QZY9
Q15428	Q62203
Q15431	Q62209
Q15434	Q8VC70
Q15435	Q3UM45
Q15436	Q01405
Q15437	Q9D662
Q15438	Q9QX11
Q15459	Q8K4Z5
Q15464	Q6PD21
Q15465	Q62226
Q15466	Q62227
Q15468	Q60988
Q15475	Q62231
Q15477	Q6NZR5
Q15493	Q64374
Q15506	Q62252
Q15517	Q7TPC1
Q15526	P09925
Q15527	P09926
Q15528	Q62276
Q15532	Q62280
Q15542	Q8C092
Q15543	P61216
Q15544	Q99JX1
Q15545	Q9R1C0
Q15546	Q9CQY7
Q15554	O35144
Q15555	Q8R001
Q15560	Q9QVN7
Q15561	Q62296
Q15562	P48301
Q15569	O70146
Q15572	Q6PDZ2
Q15573	P97357
Q15582	P82198
Q15583	P70284
Q15596	Q61026
Q15599	Q9JHL1
Q155Q3	Q80Y83
Q15612	Q8VFP4
Q15615	Q5SW48
Q15628	Q3U0V2
Q15629	Q91V04
Q15631	Q62348
Q15633	P97473
Q15637	Q64213
Q15642	Q8CJ53
Q15643	E9Q512
Q15645	Q3UA06
Q15646	Q8VI94
Q15648	Q925J9
Q15649	Q9CQK1
Q15650	Q9QXN3
Q15651	Q9DCB1
Q15652	Q69ZK6
Q15653	Q60778
