W5XKT8	A0A8M9PDM1
P53634	Q6P2V1
P53667	Q0PWB7
P53671	Q6DG29
P53673	Q52JI7
P53677	Q6IQP9
P53680	Q6PEJ2
P53701	Q803H2
P53708	A0A8M9PK29
P53779	A0A8M1P270
P53794	A0A8M2BF94
P53803	F1RDV9
P53804	A0A8M3BCR2
P53814	A0A8M9QEZ1
P53990	Q7ZVT1
P53992	A0A0R4IAZ9
P53999	Q6DGP6
P54098	A0A8M1QHI8
P54105	Q7ZTV8
P54132	A0A8M6YUA3
P54198	A0A8N7URB3
P54219	A0A8M9QA73
P54253	Q1L966
P54274	A0A8M9PXV3
P54277	Q8JFR9
P54278	A0A8N7T7Z7
P54289	A0A8M6Z241
P54368	Q9YI98
P54577	Q6TGS6
P54578	Q803B3
P54619	Q6PCS7
P54646	A0A8N7UTJ3
P54687	Q6PC10
P54725	Q6AXI3
P54727	A0A8M1PD10
P54750	A0A8M2BFE4
P54756	A0A8M1PUL7
P54762	A0A8M6Z303
P54764	F1QJD4
P54802	E7EYP9
P54819	Q1L8L9
P54829	A0A8M3B4B0
P54840	Q5RGX8
P54851	F1QIK8
P54886	A0A8M3B4R7
P54920	Q7T2F5
P54922	Q6DBR3
P55001	Q2VW43
P55010	Q7ZWA9
P55011	A0A0G2KTI4
P55017	Q1LX46
P55036	Q6IQC6
P55039	Q6TH20
P55042	A0A8M9PNL4
P55058	Q6DEI0
P55060	Q7SZC2
P55061	A0A8M1RKH6
P55072	Q7ZU99
P55081	Q7ZTX7
P55084	Q7ZTH6
P55087	A0A2R8Q5A8
P55089	A0A8M2B7S6
P55107	A0A8N7T7I5
P55145	Q08CA7
P55157	A0A0R4IVV0
P55160	A9JRH8
P55196	A0A8M9PQ24
P55197	A0A8M6YVP0
P55199	Q6PEG4
P55201	Q803M2
P55209	A0A8M2BJ13
P55210	Q503H4
P55211	F1QSB1
P55263	Q6P3J9
P55265	A0A8M1P8J0
P55268	A0A8M2B8V2
P55273	I3ISM6
P55283	A1L1M6
P55286	A0A8M6Z1S0
P55287	B3DGG4
P55289	A0A8M9Q975
P55290	A0A8M6YUA6
P55291	E9QEL7
P55316	O73862
P55317	Q6P0C9
P55327	A0A8M2B6H9
P55345	A0A8M1NCQ6
P55735	Q7T2E1
P55771	Q98865
P55786	A0A8M1NSE3
P55789	A4QNU9
P55822	A0A8M2BH31
P55851	Q9W720
P55884	A0A8M1P0I6
P55895	O13034
P56134	A0A8M1P1Q0
P56177	Q98875
P56178	P50576
P56179	Q98877
P56181	A0A8M3BCF6
P56192	Q6TEM5
P56199	A0A8M9QKV2
P56211	Q7ZUT5
P56277	A0A0R4IZJ0
P56282	Q8JHG8
P56373	A0A8M9PCJ8
P56377	Q6P0R9
P56524	A0A8M2BJV4
P56537	Q6ZM19
P56539	Q6YLH7
P56556	Q8AW03
P56589	Q7ZUZ5
P56597	Q6DGQ8
P56645	Q9I8L4
P56693	Q90XD1
P56703	B0LK22
P56704	Q6IYD9
P56705	P47793
P56715	A0A8M2BAJ4
P56730	A0A8M1QHD3
P56749	Q90XR1
P56817	Q6NZT7
P56856	A0A8M1RLM9
P56915	P53544
P56937	Q08BC5
P56945	A0A8M9PM80
P56962	A0A8M2B4D1
P56975	A0A8M6Z431
P57054	A0A8M2BJV2
P57057	Q5U3T2
P57058	A0A8M9Q6L8
P57060	Q08CF2
P57071	A0A8M3AX18
P57073	M4GJ66
P57076	Q6DRC3
P57078	Q8JHU3
P57081	A4IGH4
P57082	F1R688
P57088	Q803C2
P57103	A0A8M2B340
P57105	Q7ZV59
P57678	Q503T2
P57723	A0A8M3B5R6
P57729	A0A8M1RM91
P57738	Q6DGY3
P57740	A0A8M1N7A2
P57768	Q6P0D8
P57771	Q6DGI0
P57772	Q32LX1
P57775	Q9IBH3
P58005	F1R1P4
P58107	I3ISA6
P58294	A7MC07
P58304	O42477
P58340	A0A2R8PY46
P58397	F1R8A1
P58417	A0A8M1N0Y9
P58418	Q6DGA8
P58505	Q566X1
P58546	Q7T2B9
P58557	A0A2R8QTM9
P58658	A0A8M3B3H0
P58743	Q7T2C4
P58753	A0A8M6Z2S6
P58872	Q2A943
P59190	Q6DI36
P59780	Q6DGS0
P59910	Q568I8
P59998	Q6NZZ2
P60002	Q7T319
P60006	F1QY75
P60059	F2Z4R1
P60468	Q6DGH3
P60484	Q7ZZ56
P60510	A9JRC7
P60520	Q6TH05
P60602	Q6NYD1
P60604	Q567F7
P60866	Q6P6E7
P60880	Q5TZ66
P60891	Q08CA5
P60893	Q9I919
P60953	Q52WY2
P60983	Q7ZUD3
P61006	A4FVK4
P61009	Q6NWJ2
P61011	Q7ZVN5
P61018	Q68EK7
P61019	Q803J3
P61024	Q6DEL8
P61026	Q6DGV5
P61081	A0A8M1QUV9
P61086	Q5PR60
P61106	Q6PE19
P61129	A0A8N7UVR9
P61158	Q6PUQ3
P61165	Q6PBS6
P61201	Q6IQT4
P61204	Q78AP9
P61218	Q6DGS5
P61221	Q6TNW3
P61225	Q7SY59
P61236	Q6NWI4
P61244	P52161
P61247	Q6PBY1
P61266	Q9I9P6
P61278	Q8JHX5
P61289	Q7ZU20
P61296	P57102
P61313	Q6DHS3
P61328	A0A8M2BA97
P61353	Q7ZV82
P61366	E7F404
P61371	P53405
P61421	Q6PGV1
P61457	Q6PBI6
P61513	A7YY10
P61587	Q6PC71
P61599	Q58ED9
P61601	A9JTH1
P61604	Q6IQI7
P61647	A0A8M9PXN4
P61758	Q503D5
P61764	A0A0R4IQM9
P61803	A7E2L0
P61812	Q7SZV4
P61923	Q9IB48
P61925	A0A8M1NWK5
P61956	Q6DHL4
P61960	Q803Y4
P61962	A0A8M2BBB0
P61964	Q7ZTX2
P61966	Q6NSP1
P61968	Q8JFQ1
P61970	Q1LUT0
P61978	B8JLJ8
P62068	A5WWB0
P62070	Q568M0
P62072	Q6DI06
P62079	Q5XJE2
P62081	P62084
P62140	Q1JPZ8
P62166	Q53A16
P62195	Q6AZC1
P62241	P62247
P62244	Q6Q420
P62249	Q1LWH1
P62253	Q7ZVK2
P62256	Q7ZUF3
P62258	Q7ZW20
P62263	Q6PBW3
P62266	A8KB78
P62269	Q8JGS9
P62273	Q6Q419
P62277	Q6IMW6
P62280	Q7ZV05
P62304	Q7ZUG0
P62306	Q6DRC1
P62310	A0A8M1RJJ4
P62312	A0A8M2B6V1
P62314	Q8JHH1
P62316	Q567V5
P62318	Q7ZVB5
P62324	Q6PH73
P62330	Q6P2U5
P62333	Q6DRD2
P62341	Q802F2
P62380	Q5U385
P62424	Q6PBZ1
P62487	Q7ZW41
P62491	Q5U3E1
P62495	Q803E5
P62508	A0A8M9PE48
P62699	A0A8M1P8M6
P62701	Q642H9
P62714	Q803G3
P62736	Q6DHS1
P62750	Q6Q416
P62753	Q6DHL6
P62805	A0A8M9PVQ6
P62820	Q7ZSZ0
P62826	P79735
P62829	Q6PC14
P62837	Q7ZUK1
P62841	Q6Q421
P62847	A0A8M2B343
P62851	Q6PBI5
P62857	Q6PBK3
P62875	A5D6S6
P62877	A4FUL3
P62879	A0A8M2BCL1
P62888	Q7ZUG6
P62891	Q6IMW8
P62899	Q24JV3
P62906	Q6PC69
P62910	Q24JV1
P62913	Q6IQI6
P62917	Q6P0V6
P62952	Q9IB61
P62979	Q7SXA3
P62987	Q3B7P7
P62993	Q6PC73
P62995	Q7ZUG9
P63000	Q7ZSZ9
P63010	Q6NYJ9
P63027	Q7SZZ5
P63096	Q7T3D3
P63098	Q66HZ0
P63151	A2BG80
P63162	Q9I9E5
P63172	F1Q5L5
P63173	Q6DGL9
P63208	Q6PBY8
P63215	Q90Z40
P63220	Q7ZUG5
P63244	O42248
P63252	E7FGH1
P63272	Q6DGQ0
P63279	Q9DDJ0
P63302	Q568W0
P63316	Q800V7
P67809	B5DE31
P67812	Q6DGR3
P67870	Q91398
P68032	Q6IQL9
P68106	Q6PBJ1
P68363	A0A8M1NER1
P68402	A2BGB4
P68543	E7EY86
P78310	Q90Y50
P78312	A0A8M1P4R5
P78314	A0A8M2B1N9
P78316	Q6DRP8
P78317	A0A0R4IUS5
P78330	Q498V7
P78333	V5NES1
P78337	A9Y0D5
P78345	F1QS85
P78346	Q5BJK2
P78348	Q708S6
P78352	Q6R005
P78357	A0A8N7TDM7
P78363	F1R045
P78367	Q803Z6
P78369	Q8QHA3
P78371	Q6PBW6
P78381	A0A8M2BEP2
P78382	B3DIQ6
P78383	Q66HX0
P78396	F1QGH4
P78406	Q7ZWF0
P78411	Q1LXU5
P78412	A0A8M2BG97
P78413	A0A8M9PJE4
P78414	Q90XQ7
P78424	A0A8M9PGB2
P78426	Q6DGK5
P78504	Q90Y54
P78509	G1BJ50
P78527	A0A8M3B1E3
P78536	U3JAD1
P78537	Q1LXG2
P78539	Q58ED3
P78540	Q6PH54
P78543	Q9IB77
P78545	E7FB26
P78549	F1QBP9
P78560	Q5XJP2
P78562	F1R6K1
P80192	A0A8N7UQX6
P80217	A0A8N7T7D6
P80365	F1QLP1
P80404	I3IRW7
P81133	Q98SJ5
P81274	A0A8M9Q675
P81277	D3TI67
P81408	A0A0R4IZW2
P81877	A0A8M3AXA4
P82094	A0A8M1N1L0
P82251	F1QGJ2
P82279	Q1A5L3
P82650	A5PLF9
P82663	Q567W4
P82664	Q5SPH9
P82673	Q498P2
P82675	Q08C39
P82909	A8WHV7
P82912	Q5VSI2
P82914	Q6DGL8
P82921	F1QKS9
P82930	F1QEG6
P82932	Q0P459
P82933	Q0P4B8
P82979	Q504C3
P82987	E7FBX1
P83111	A0A8M3AWR6
P83369	A0A8M6Z9X5
P83436	Q08BK1
P83731	Q8JGR4
P83876	Q5XJ58
P84022	Q8AY15
P84077	Q7ZUZ7
P84090	Q98874
P84095	Q803F2
P84098	Q6P5L3
P84103	Q801U3
P84157	A0A8M2BFT1
P84243	Q6PI20
P85037	Q7SYM1
P85299	A0A8M6YY64
P98066	B0UY56
P98073	F1RER3
P98077	A0A8M6YXA6
P98082	A0A8M9P909
P98095	F1RCR3
P98153	Q6DG59
P98155	A0A8M2B1M8
P98160	A0A8M9PWV8
P98161	A0A8M9QBN4
P98164	E0AE56
P98172	Q90Z33
P98173	Q6PBL5
P98174	A0A8N7T6X2
P98175	F1R9N7
P98177	F1R3E6
P98194	A0A8M1RMK9
P98196	A0A8M2BIA1
P98198	A0A8M9PDL2
P99999	Q6IQM2
Q00005	A0A8M6Z3N4
Q00013	Q6NWY1
Q00059	Q08BL2
Q00169	A0A8M1RHH5
Q00341	A0A8M2BDG6
Q00403	Q7SX98
Q00444	P09074
Q00532	Q6AXJ9
Q00534	A0A8M2B6S8
Q00535	Q9DE44
Q00536	A0A8M9Q3R1
Q00537	A0A8M1NYW5
Q00597	B0V1A9
Q00604	A0A8M9QKA4
Q00610	A0A8M2B3J4
Q00613	A0A8M3B392
Q00653	Q0II00
Q00688	Q503C0
Q00765	Q6PBX9
Q00796	A0A8M1NTC2
Q00872	A0A8M3AYR3
Q008S8	A0A8M3ARI6
Q00987	O42354
Q00LT1	A0A8M2BIX3
Q01081	Q8JHJ3
Q01082	A0A8M3BDW6
Q01085	A0A8M2B338
Q01094	A0A8M2BLX5
Q01151	A4JYN9
Q01167	E7FFM9
Q01196	Q9DGB8
Q01201	A0A8M1Q745
Q01415	E7FDP4
Q01449	Q801M3
Q01453	A0A8M2BBU0
Q01459	Q504D9
Q01484	A0A8M9Q1E3
Q01543	A0A8M9PLW9
Q01581	A0A8M1PIL7
Q01650	A0A0R4IFJ3
Q01658	Q08BR1
Q01664	A0A8M2BFS3
Q01668	A0A8M9PUS4
Q01726	Q7ZTA3
Q01780	A0A8M1PFK9
Q01804	A0A8M1P7L2
Q01814	B2CZB8
Q01826	A0A8M2B5C5
Q01831	Q1LVE4
Q01850	E7FC97
Q01954	A0A0G2KIM8
Q01959	Q90ZV1
Q01968	A0A8M3AS36
Q01970	A0A8M2BDZ4
Q01973	F1QKB5
Q01974	E7FCE4
Q02040	Q6NYA9
Q02078	A0A8M9PF86
Q02080	J7HE56
Q02086	F1Q4L6
Q02094	Q7T067
Q02108	E7EZW5
Q02127	Q5PR57
Q02153	F1QNR4
Q02224	A0A8M1P2Y6
Q02241	A0A8M9PLX5
Q02246	Q9W675
Q02252	Q6DHT4
Q02297	A0A0R4IBM0
Q02338	A3KP84
Q02363	Q7SZQ2
Q02388	A0A8M3ATK9
Q02410	A0A8M1Q7S5
Q02446	Q7T300
Q02447	A0A286YA94
Q02509	A0JL26
Q02543	Q7ZWJ4
Q02548	A0A8M2BI63
Q02556	Q6DHK7
Q02577	Q6P0A8
Q02641	A0A8M2BAY4
Q02643	A0A182
Q02747	A0A8M9Q7R4
Q02750	Q4V947
Q02779	A0A8N7TB13
Q02790	A0A8M2BKV5
Q02809	A0A8N1TQB9
Q02818	A0A8M2BBG2
Q02878	Q567N5
Q02880	A0A8N7UYB5
Q02930	E7FFR4
Q02952	A0A0R4IC31
Q02978	Q6IQ89
Q03001	A0A8M9QAR3
Q03014	Q9IAV3
Q03112	A0A8M6YSJ7
Q03113	Q5YKG4
Q03135	Q6YLH9
Q03164	A0A8M2B3W9
Q03167	A0A0H3UK16
Q03252	B3DFN3
Q03393	A5PKS5
Q03426	Q5U3I7
Q03431	Q9PVD3
Q03468	A0A8M6Z974
Q03518	E7F8A9
Q03701	A0A8M1N5B4
Q03721	E0R7P9
Q03828	Q6PFR9
Q03933	Q90XA8
Q03989	A0A8M1P9A8
Q04206	A0A8M2BI19
Q04323	Q6NXA9
Q04637	A0A8M3B020
Q04656	Q4F8H5
Q04671	A0A8N7TDT0
Q04741	Q804S6
Q04743	Q568U8
Q04756	A0A8M1REP1
Q04759	A0A8M3B909
Q04760	Q6P696
Q04771	O73736
Q04837	B8A5I7
Q04864	Q6DGE6
Q04900	Q5TZ44
Q04941	A0A8M1NRM3
Q05048	F1QFK9
Q05084	Q6DHA0
Q05086	Q5U398
Q05193	A0A8M2BCV1
Q05195	A0A8N7URE9
Q05209	Q6PEI4
Q05329	F1R9E8
Q05397	Q7T2V4
Q05469	A0A8M3AJ48
Q05513	A0A8M3B1V2
Q05516	Q802Y8
Q05519	Q803U8
Q05639	Q6DHT2
Q05682	A0A8M9PU64
Q05707	A0A8M3AIZ5
Q05923	Q6DBR5
Q05925	A0A8M3B3Y5
Q05932	F1Q7N0
Q05940	A0A8M1P3E9
Q05BQ5	A0A8M2BGV5
Q05BV3	A0A8M3AUI6
Q05C16	A0A8M6Z890
Q05D32	Q08BB5
Q06124	Q7ZW17
Q06136	A0A8M1PE34
Q06187	A0A8M9QPK4
Q06190	E9QG28
Q06203	A6H8S4
Q06210	Q3S344
Q06265	Q5XJQ5
Q06323	Q9PTH5
Q06330	A4FTT4
Q06413	A0A8M3B3N7
Q06418	Q9YI66
Q06455	A0A0R4IXV4
Q06481	A0A2R8Q4V0
Q06495	A0A8M1RDZ0
Q06546	Q9I9E8
Q06547	Q05AI6
Q06609	Q5TYR1
Q06710	A0A8M1PSE2
Q06830	A2AWE1
Q06889	Q6DG27
Q06945	Q6P0Z4
Q07001	Q75XT1
Q07002	E7F9R5
Q07020	Q6DGL0
Q07021	A0A8M1N5K7
Q07065	Q6NW47
Q07075	A0A8M1NWG3
Q07092	A0A8M9PNN1
Q07326	Q6P0J9
Q07343	A0A8M9PMW2
Q07507	Q29RF0
Q07617	F1RBN2
Q07666	Q6NW62
Q07817	Q90Z98
Q07837	A0A8M9QA52
Q07864	A0A8M1NI27
Q07866	A0A8M2B3J0
Q07869	A6XMH7
Q07912	A0A8M9PXR5
Q07955	Q6NYA0
Q07960	Q568D8
Q07973	A3KNB0
Q08050	Q7T2G3
Q08211	A0A8M1P3F9
Q08257	A5PN39
Q08334	A0FJH9
Q08345	E7F3X9
Q08357	F1Q836
Q08378	A2CEB4
Q08379	A0A8M3AS19
Q08397	Q2PS19
Q08426	Q6NYL3
Q08495	A0A8M2B209
Q08499	A0A8M3B1W5
Q08623	Q503F9
Q08629	E7F9M2
Q08752	Q6IQL7
Q08828	D1MIA2
Q08830	A0A8M1QVF0
Q08881	O42200
Q08999	E7FDM3
Q08AG7	P0C8Y1
Q08AI6	A8KBL5
Q08AM6	Q66L58
Q08J23	A0A8M2BH99
Q09013	A0A8M3B300
Q09028	Q6P3H7
Q09161	A0A8M2B3F0
Q09327	A0A0G2KRY8
Q09328	Q1ECU6
Q09666	A0A8M2BKH7
Q0D2K0	F1QHP8
Q0D2K2	E7FCD9
Q0GE19	Q6DHK8
Q0IIM8	B0R0W9
Q0JRZ9	Q502I9
Q0P5N6	F1QAH7
Q0P5P2	E7FGZ8
Q0P641	A0A8M9PS29
Q0P651	A0A8M1N4L6
Q0P6D2	Q6NW49
Q0P6D6	A0A140LGC5
Q0P6H9	A0A8M1QRB9
Q0PNE2	Q0P424
Q0VAA2	A0A8M3B2P2
Q0VAM2	Q6DHR3
Q0VD83	Q567K3
Q0VDF9	Q5RGE6
Q0VDG4	Q803W1
Q0VDI3	Q6DC75
Q0VF49	A0A8M9QFT6
Q0VF96	F1R1I5
Q0VFZ6	E7F133
Q0VG06	U3JAR8
Q0VGL1	Q0P3X8
Q0ZGT2	A2BEV6
Q0ZLH3	A0A8M9QAQ7
Q10469	A4IG58
Q10471	A0A8M3B826
Q10472	E7FDA0
Q10567	A0A8M3AZG4
Q10570	A0A0R4IC37
Q10571	B8JKI7
Q10713	Q5U3T6
Q11206	A2RUW6
Q12766	E7FFB0
Q12767	A0A8M1PUF9
Q12768	Q7ZVM1
Q12769	Q6PFK8
Q12770	A0A8M2B4M5
Q12788	Q5U3Q5
Q12789	A0A8M9PQR3
Q12791	A0A8M3AYZ7
Q12792	Q6DKF4
Q12796	Q5TZ15
Q12800	E7EYC1
Q12805	A0A8M6Z9P8
Q12809	A0A8M6YY94
Q12824	Q5U379
Q12830	A0A8M3AQI5
Q12834	A0A0R4IU39
Q12837	Q6XZH1
Q12840	A0A8M1NWH1
Q12846	Q7ZV18
Q12849	F8W4V6
Q12852	A0A8M2BER7
Q12857	A0A8M3AUN3
Q12860	Q8AXZ4
Q12864	Q90X63
Q12866	A0A8M1RDY4
Q12870	Q9YHA3
Q12872	F1Q5L3
Q12873	A0A8M3B137
Q12874	Q6DRK2
Q12879	A0A8M9PXD6
Q12887	A0A8M1NVI9
Q12888	A0A8M6Z753
Q12893	Q1LVD9
Q12904	Q0P3U2
Q12905	Q6NZ06
Q12907	A0A8M1NBX2
Q12908	Q7T3A9
Q12913	A0A8M2BDT9
Q12923	A0A8M2B8N1
Q12926	A0A8M1N038
Q12929	A0A8M3AYF2
Q12931	A8WFV1
Q12933	A0A0R4ILY5
Q12934	A0A8N7UVS8
Q12946	A1L1S5
Q12952	Q7SY22
Q12955	A0A8M3AR97
Q12959	Q5PYH5
Q12962	Q1LVD6
Q12965	E7FDV0
Q12968	A0A8M9QCX3
Q12972	A0A8M1NDV7
Q12979	A0A8M2BJC9
Q12980	A0A8M9PZW5
Q12982	A0A8M3AP94
Q12983	A0A8M2BKA1
Q12986	A0A1D5NSC5
Q12988	A5JV81
Q12996	A0A8M1PEH9
Q12999	Q7ZUB3
Q13002	A0A2R8QF68
Q13011	Q5XJP4
Q13015	A3KQS5
Q13017	F1R372
Q13018	A0A8M2B1X5
Q13023	F1QAQ3
Q13029	F1QGQ8
Q13042	Q32PS0
Q13045	F8WK50
Q13049	A0A0R4IL45
Q13057	Q66HW0
Q13061	A0A8M9P0E4
Q13084	Q503Y2
Q13085	A0A8M9PK80
Q13087	A0A8M1P316
Q13093	A0A8M2B7J8
Q13094	A0A8M2B875
Q13098	A0A8M9Q1J0
Q13099	A0A8M9QJI0
Q13103	A0A8M1P445
Q13107	A0A8M1RK74
Q13111	A0JMK9
Q13112	E7EYR2
Q13113	Q90X36
Q13114	Q6DEG0
Q13115	Q7SZF3
Q13123	Q860B9
Q13126	Q7ZV22
Q13127	Q2EI20
Q13129	A0A8M9PPH3
Q13131	A5WUM0
Q13133	A0A0R4IVP0
Q13136	A9JR75
Q13144	A8WG65
Q13145	Q9DFZ0
Q13153	A0A8M9P9X9
Q13155	Q7T3C0
Q13158	A0A0R4IXF0
Q13162	A3KP44
Q13163	A9JRD0
Q13164	A0A8M2B237
Q13183	Q6P3L2
Q13185	F1QNF2
Q13188	Q7ZUQ3
Q13191	A0A8M1QR09
Q13200	Q6PHK7
Q13202	F1QVZ9
Q13206	A0A8M1QV67
Q13214	A0A8M1NJX9
Q13216	Q5XJ81
Q13217	Q6P0U6
Q13227	A0A8M9QDM7
Q13228	Q6PHD9
Q13232	A0A8M9PJG3
Q13233	A0A8M2B1Q9
Q13237	A0A8M9Q2S7
Q13239	Q3ZB94
Q13242	F1QVC6
Q13243	Q6DHJ0
Q13247	A0A8M2B8T5
Q13255	A0A0R4IU63
Q13257	Q567E0
Q13277	A0A8M1P6K2
Q13283	A0A8M2BKD5
Q13286	Q5U392
Q13304	A0A8M9PYM7
Q13308	A0A8M9QAQ9
Q13309	A0A8M2B860
Q13310	Q7T3G5
Q13315	F1QJB6
Q13324	A0A8M1RS95
Q13326	A0A8M1N1G5
Q13330	A0A2R8RTX5
Q13347	Q7ZV55
Q13356	Q6IQJ6
Q13362	A4QP33
Q13363	Q1RLQ4
Q13367	A0A8M9P6N0
Q13370	A0A8N7TEY5
Q13371	A0A8M1PFM0
Q13387	F1QF74
Q13394	Q6NYB4
Q13395	A0A8M1QV42
Q13402	A0A8M9P9W0
Q13404	Q3B7F0
Q13405	E7F2U2
Q13415	A0A8M2BDS9
Q13416	Q08BP8
Q13418	Q6PHD6
Q13422	A0A8M2B3C7
Q13423	Q6NYQ7
Q13424	A0A8M1RLW3
Q13425	E7FDL7
Q13426	A0A2R8RHK7
Q13432	F1QE32
Q13433	Q6L8F3
Q13435	A7YT51
Q13438	Q08C06
Q13439	A0A8M2B3Z8
Q13442	Q7ZV53
Q13443	A9JSX7
Q13449	Q2EGT7
Q13451	A0A8M2BDK0
Q13454	A0A8M9QAV6
Q13459	A0A8M3B5A2
Q13464	A0A8M9PRV2
Q13467	B3DIG4
Q13469	A0A8M1RTJ1
Q13472	A0A8N7UVT1
Q13474	A0A2R8QPA3
Q13480	A0A8M6YUV9
Q13485	A0A8M6Z2Y5
Q13487	E7F685
Q13488	Q7ZVM7
Q13496	Q32PM3
Q13501	F1Q5Z8
Q13503	Q7ZTI5
Q13507	A0A8M1P0G4
Q13515	A0A8M3B0B9
Q13516	Q8QGI4
Q13519	A0A8M1RJ67
Q13526	Q6PBX1
Q13535	A0A8N7TEF8
Q13542	Q6NYL2
Q13546	Q0MSH9
Q13554	A0A8M9Q3H8
Q13557	Q6DEH3
Q13561	Q7T3H1
Q13562	O42202
Q13563	Q6IVV8
Q13564	Q7SXP2
Q13568	B0S682
Q13569	Q503G3
Q13572	X1WEB0
Q13573	Q6DRP3
Q13591	F1R9L1
Q13596	A0A8M1NHR8
Q13601	A0A8M1NAE1
Q13608	F1QMB0
Q13610	Q7ZWE1
Q13614	A0JMK5
Q13615	A0A8M9Q3D0
Q13616	Q6NYS3
Q13617	A0A8M9P612
Q13618	B3DIU1
Q13620	A0A8M1NIA7
Q13621	A0A8M9PFN1
Q13627	A0A8M2B3P5
Q13634	A0A0G2L110
Q13636	A0A8N7UW24
Q13637	Q7ZW88
Q13639	A0A8M3AGL6
Q13641	F1Q983
Q13683	A0A8M6Z1P5
Q13685	Q6NW65
Q13686	Q502A8
Q13702	Q8QGW4
Q13705	Q9YGU4
Q13724	A1L1S8
Q13761	Q9DEA0
Q13769	Q6NY52
Q13772	Q6P0F7
Q13790	A0A8M9Q0R7
Q13795	E7FAS3
Q13797	A0A8M1P353
Q13822	A0A8M3AIW9
Q13823	Q7SZQ9
Q13825	F1RDX1
Q13838	Q7SXU7
Q13867	Q7SXJ5
Q13868	A0A8M1N4Y5
Q13873	Q288P2
Q13884	Q6GMG2
Q13887	I3IS61
Q13889	A0A8M1NHH3
Q13895	Q7T3F8
Q13901	Q5XJ97
Q13907	A0A8M2B9B7
Q13936	A0A8M9Q050
Q13946	A0A8M2B9K7
Q13951	A0A140LGT1
Q13952	Q7ZVY3
Q13972	A0A8M3B2X9
Q14003	A0A8M9PG37
Q14004	A0A8N7TAV3
Q14005	A0A8M9QCG1
Q14008	A0A8M3AP08
Q14019	Q6PFT7
Q14028	A0A8N7TBM6
Q14031	A0A8M6Z838
Q14050	F1R1F1
Q14055	Q1LXU2
Q14061	Q66I53
Q14088	Q0P3Y1
Q14094	Q6NUZ7
Q14103	A4QP67
Q14108	A0A8M9PU63
Q14112	A0A8M2BH70
Q14114	A0A8M2BDQ8
Q14117	B1H1J6
Q14118	F1QMH7
Q14135	Q6NV03
Q14137	A0JMQ0
Q14139	A0A8M3ASU4
Q14140	Q6NXD9
Q14141	A0A8M2BKJ6
Q14145	A0A2R8Q1W5
Q14146	B0V0U5
Q14147	A0A8M6Z2K3
Q14149	A4QN72
Q14153	F1QN48
Q14154	A1A5V4
Q14156	A0A8M9Q6B5
Q14157	A0A8M2B5X1
Q14159	A0A8M1RTK5
Q14160	Q4H4B6
Q14161	A0A8M2BCD7
Q14162	A0A8M1Q282
Q14165	A9C3P0
Q14166	Q7ZUQ4
Q14168	A0A8M2B2Q1
Q14181	A0A8M1PBJ8
Q14183	F1R9U1
Q14185	A8E1V6
Q14186	Q803N1
Q14188	Q6TNQ1
Q14191	A0A8M3AV58
Q14194	A0A8M2B701
Q14195	Q52PJ5
Q14197	E7F0D0
Q14201	A0A2R8QIP9
Q14203	A0A8M9QFT7
Q14204	Q2LEK1
Q14206	E7F2L5
Q14207	A0A8N7TB69
Q14209	A0A8M1RT51
Q14213	A8WH81
Q14232	A0A0R4ILD9
Q14240	A0A8M1PH45
Q14242	G4WJE8
Q14247	A0A8M2BC76
Q14249	Q503Y0
Q14257	Q4KMH6
Q14258	Q7ZVQ7
Q14296	B0S618
Q14314	Q5TYU3
Q14315	A0A8M9PHR9
Q14318	Q6P3J6
Q14320	Q568K9
Q14330	A0A8M2BFU7
Q14331	Q566W5
Q14332	Q90YL7
Q14344	Q4VBH5
Q14353	Q71N41
Q14376	F1Q5H4
Q14392	E7FFN8
Q14393	Q7T3H4
Q14397	A0A8M9PLS2
Q14432	A0A8M3B8Q1
Q14435	A0A8M9PT54
Q14439	B3DJ51
Q14442	Q6DGV4
Q14449	A0A8M9QGA2
Q14457	F1RCP1
Q14469	Q6PBX3
Q14493	A0A8M1P3D7
Q14494	L0ANA2
Q14511	Q08BB0
Q14512	A0A8M9PPG4
Q14517	A0A8M9PRG7
Q14520	F1QW52
Q14526	Q70ZY9
Q14527	A0A8M2BAK6
Q14534	A8E4T1
Q14549	Q90ZB2
Q14554	A8WG75
Q14558	Q6GML2
Q14562	A0A8M9Q925
Q14563	Q9W686
Q14565	Q50LF4
Q14566	A3KMS0
Q14571	A0A8M9PQQ3
Q14573	A0A8M6Z0J4
Q14576	A0A8M3AYA7
Q14582	A0A8N7TET9
Q14626	A8WH84
Q14627	A8WH77
Q14643	A0A8M9QDR3
Q14644	A0A8M3B360
Q14653	A0A8M6Z9B8
Q14654	Q2HX26
Q14656	F1QND5
Q14657	A0A2R8QB65
Q14669	F1RCR6
Q14671	A0A8M1NZX5
Q14674	A0A8M1Q1L6
Q14676	A0A8N7T6W3
Q14677	Q6DRL7
Q14678	A0A8M1RQY7
Q14679	F1Q6C4
Q14680	F1QGZ6
Q14681	Q0P490
Q14686	A0A8M2BHX6
Q14687	Q1LWL6
Q14689	A0A8M3AVP4
Q14690	A0A8M1NCQ8
Q14691	Q5XJQ9
Q14692	A0A8M1NFD4
Q14693	A0A8M2B5S6
Q14694	A0A8N7UVN4
Q14699	A0A8M9NZW7
Q14703	Q1LWH3
Q14714	Q2YDS4
