A0PK11	A0A2I3RH01
O60478	H2Q1E1
Q8IYB8	H2Q204
Q9HAC8	H2Q2D0
Q8NGH8	H2Q312
Q12918	H2Q5E1
Q92616	H2Q702
Q15714	H2Q7I4
Q9Y625	H2Q7P6
P23284	H2Q9K6
P50213	H2Q9W0
Q92508	H2QBQ5
P13929	H2QBZ4
Q8NG50	H2QCQ8
P35900	H2QCX5
P35527	H2QCZ6
Q8N1G1	H2QEV1
Q9Y2H9	H2QFH2
Q9NQZ8	H2QH93
O00338	H2QII2
Q6DCA0	H2QIP5
Q9BSF0	H2QJ53
Q9BRP0	H2QK02
Q9H7V2	H2QK38
P22760	H2QNL7
P62068	H2QPG6
O75496	H2QSE1
Q13641	H2QTB7
Q9H0U6	H2QTZ8
Q9H2L4	H2QUU2
Q8TAP8	H2QV27
Q9H8N7	H2QVY9
P48745	H2QWM5
Q99933	H2QX50
P24821	H2QXR9
Q13011	H2QZX5
Q7Z2W4	H2R0U7
Q9BW91	H2R3N3
Q6PEX3	H2R3Y2
O15146	H2R6F7
P49223	H2R8W9
Q96MU7	H2RA35
A4FU69	H2RDY2
Q9Y3C5	H2RHP1
Q9HAV5	K7ARJ9
Q86YR5	K7BBK2
P52209	K7C115
Q16531	K7CJ83
O14668	K7D2R6
O95299	Q0MQB7
O75840	A0A2I3RAR5
Q53S58	A0A2I3RBM3
Q92841	A0A2I3REK7
O43663	A0A2I3RHD3
Q9Y576	A0A2I3RJ49
Q16236	A0A2I3RJN9
Q8WVF5	A0A2I3RJP4
P04075	A0A2I3RKA0
Q8N9H8	A0A2I3RTK6
Q96JA3	A0A2I3RWC3
Q9UBK2	A0A2I3RXX1
Q9Y6M1	A0A2I3S230
Q86VP1	A0A2I3SDG5
Q96J77	A0A2I3SKU3
Q9Y216	A0A2I3SMK6
Q9BUY5	A0A2I3STQ8
O75865	A0A2I3SVF1
Q86VF2	A0A2I3TH56
Q9UKP3	A0A2I3TIF2
Q5H9F3	A0A2J8LE89
Q9BQ31	A0A2J8NLN6
P50461	A0A2J8P4N6
Q8N6Q1	A0A2J8QDA4
Q9NV64	G2HEW8
P54920	G2HHR6
Q96NW7	H2PZ79
Q15427	H2PZV8
Q92542	H2Q0E4
Q5T5J6	H2Q0S4
Q9ULK0	H2Q269
Q8NGH5	H2Q313
O95967	H2Q445
O60343	H2Q7N2
Q13596	H2Q9K4
Q15572	H2QBM1
Q96NB3	H2QCN8
O76015	H2QCY8
Q9H840	H2QGK7
P52701	H2QHW0
Q9BR10	H2QKH4
Q9UIH9	H2QN98
Q13200	H2QNV3
O43511	H2QV81
Q9UBN6	H2QVW0
Q9Y3T6	H2QVW3
Q7Z5G4	H2QW28
Q9BU70	H2QXJ5
Q8TBJ4	H2QXL5
Q8NH94	H2QXU2
Q96I24	H2QY19
Q15120	H2QYF0
Q6ZMY3	H2R1B9
P49917	H2R1R7
P49407	H2R1Z2
Q8WVX9	H2R2T3
Q5FWF6	H2R3J8
Q14315	H2R4Y6
Q96MU8	H2R709
Q2M389	H2R755
O15151	H2R875
P57055	H2RAI6
Q5MJ70	H2RBQ6
Q70IA6	H2RCI8
P80370	H2RDH4
A0PG75	H2RE56
Q8WXS3	K7A470
Q15125	K7ABJ3
Q9BV20	K7B455
Q15293	K7BDK0
Q99595	K7BLD9
Q8TB03	K7BQZ6
P55197	K7CQC4
Q8TBN0	K7CV42
Q96DB9	K7CX45
Q9UQF0	P61563
P05543	P61640
Q93070	Q95NE0
Q587J7	A0A2I3RGM6
A0A075B6J6	A0A2I3RJT3
A0A5A6	A0A2I3RX17
Q99417	A0A2I3S441
Q5H9U9	A0A2I3SEJ5
Q15465	A0A2I3SFH2
Q8WUG5	A0A2I3SLD3
Q9BS31	A0A2I3SND5
A0A1W2PR75	A0A2I3SQT0
A0A0B4J1T7	A0A2I3SRC3
Q9Y3R0	A0A2I3SUD2
P50993	A0A2I3SY15
Q10713	A0A2I3TE57
Q9UPW8	A0A2I3TH73
Q5HYJ1	A0A2I3TID7
Q14CN4	A0A2J8KDF1
Q01344	A0A2J8M0G0
Q9UM13	A0A2J8MU82
O97980	A0A2J8NJ13
Q6MZM9	A0A2J8PF68
Q96R48	A0A2J8QUK8
P55211	H2PY35
Q9UNK4	H2PY79
Q7Z6W1	H2PYR8
Q12889	H2PZN2
Q5VYY2	H2Q283
Q9H422	H2Q3D7
P08620	H2Q4B4
Q3ZCN5	H2Q6J1
Q5JS37	H2Q7G1
Q96K75	H2QIC0
Q6ZP80	H2QIH1
Q96RU7	H2QJS5
P15018	H2QLG8
Q9NZI7	H2QM95
Q0PNE2	H2QMI3
Q6PIZ9	H2QN26
Q15928	H2QP24
Q6ZSB9	H2QP57
Q9NXF7	H2QP99
Q9Y6R1	H2QPM4
P02776	H2QPN6
Q9NVA2	H2QPR2
Q9P273	H2QQH0
Q8N4S9	H2QR12
Q5T0W9	H2QT81
Q9NTX7	H2QTP9
Q9NWF9	H2QU50
P01563	H2QX26
Q96LT7	H2QX41
O76074	H2R206
Q8N7M2	H2R271
Q5K651	H2R565
Q695T7	H2R5Q3
Q6P995	H2R6C2
P23468	H2R6T3
P36508	H2R7D7
Q7Z4S9	H2R8R0
Q6UXZ4	H2R9V2
Q8N131	H2RB84
Q8N2A0	H2RBX4
O95562	H2RCN0
P02810	H2RI84
Q4W5G0	K6ZF49
P20020	K6ZJR8
Q86X95	K7AK75
Q9Y3E7	K7AR37
Q9H0V9	K7AWN4
Q96K62	K7AYK2
P61962	K7B4V7
Q969G6	K7BEG2
P09874	K7C230
Q9BSH3	K7C5V2
P58005	K7CXR4
P55789	K7CYB3
Q9C0A6	K7D0P7
Q96QC0	Q7YR38
Q8WXE1	A0A2I3RA73
Q9BYP8	A0A2I3RFP3
Q6ZVH7	A0A2I3RNJ3
Q86UD0	A0A2I3RPZ1
Q9P003	A0A2I3RRN6
P30872	A0A2I3RUZ1
Q8N7B6	A0A2I3RV56
Q8N5Z5	A0A2I3S512
Q96JP5	A0A2I3S6X4
O75783	A0A2I3SCR2
Q8WU68	A0A2I3SH06
Q96HA1	A0A2I3SLX6
Q01415	A0A2I3SY22
P46063	A0A2I3T3X7
Q6TDU7	A0A2I3T461
Q684P5	A0A2I3T5J2
P22033	A0A2I3TK08
Q6NT55	A0A2J8LU84
Q5VTB9	A0A2J8LZZ1
O00451	A0A2J8N9F0
Q9NYG8	A0A2J8QCT9
Q9H1E5	G2HF19
Q8NBI3	H2PY09
Q9NW97	H2PY32
P23759	H2PY64
O75844	H2PYR9
Q6V0L0	H2Q2A1
Q5W0V3	H2Q2L9
P59044	H2Q2U4
Q6ZRK6	H2Q3D1
Q13606	H2Q3L7
Q9UJ78	H2Q791
P51164	H2Q7U5
P19113	H2Q9E8
O15273	H2QCU8
Q9Y2P0	H2QH86
Q8TEA8	H2QK09
P57078	H2QL20
O75841	H2QN51
Q9H300	H2QNU1
Q8IVL5	H2QNY6
Q8TBM8	H2QPY2
Q96CG3	H2QQ19
Q9ULJ7	H2QQ51
Q96P44	H2QT85
Q99715	H2QTA4
Q5SYC1	H2QTP1
Q05209	H2QUU0
Q8WUU5	H2QUX3
Q9Y6Z7	H2QWM4
O95388	H2QWR3
O75475	H2QX09
Q6TFL3	H2QX10
P49682	H2QYS8
Q14320	H2QZA9
P08727	H2R114
Q13231	H2R192
Q9NY91	H2R1F0
P62847	H2R1R8
Q969F0	H2R4H8
Q96BT7	H2R4Z9
Q96RR1	H2R7G8
Q6ZSJ9	H2R9J4
P29033	H2RAA6
Q49AG3	H2RFM5
Q9Y6H6	H2RIF9
Q9BSJ8	K7AVH2
Q14558	K7BXX0
P04035	K7C0P4
Q8N6T3	K7CBP8
O43390	K7CJ97
Q9P055	K7CYZ8
O95571	K7DJI0
P59022	P59023
O43677	Q0MQF6
P29372	A0A2I3RCT7
Q9Y5X1	A0A2I3RM97
Q969Z4	A0A2I3RVY6
P26045	A0A2I3RXH4
Q8TEL6	A0A2I3SEJ3
A0A075B7D8	A0A2I3SFN3
Q7Z614	A0A2I3SIU6
Q5HYL7	A0A2I3SN50
A2RUR9	A0A2I3SPV2
B1ANY3	A0A2I3TGW7
Q9BYH1	A0A2I3TS57
O60237	A0A2I3TTP4
Q1ZYL8	A0A2I3TVJ2
Q6ZQY3	A0A2I3TW53
Q15019	A0A2I3TWN7
Q8TEZ7	A0A2J8P0W9
P31151	A0A2J8Q3N5
Q9UFF9	G2HED2
O94782	H2PZ55
P46777	H2PZE6
Q8TAA9	H2PZR2
Q8N468	H2Q0Z4
P53992	H2Q241
Q9C0I9	H2Q2T1
Q9H2C8	H2Q2Z5
P45452	H2Q4N4
P21860	H2Q675
Q96S07	H2QA89
P11215	H2QB02
Q6P9G0	H2QC60
Q8TCT1	H2QDD1
Q15428	H2QEW0
Q8TAQ5	H2QG67
P40198	H2QGE7
Q96RL6	H2QGX1
Q17RS7	H2QHG9
P13995	H2QI58
Q9Y366	H2QKD8
Q8IZ69	H2QL94
Q9Y2C4	H2QMB4
Q99574	H2QNP5
P12757	H2QNQ5
O75711	H2QQF8
Q8IU60	H2QRB9
Q9HCH3	H2QSX0
Q5TDP6	H2QT92
O60281	H2QTD2
Q96JY6	H2QVV2
Q15390	H2QW85
Q99575	H2QWH6
Q8IZ26	H2QWY0
Q9P0K9	H2QXN8
P10599	H2QXP0
Q8NE28	H2QZQ8
O76021	H2R129
P23771	H2R285
P50395	H2R4A9
Q687X5	H2R574
A6NLW8	H2R5U0
Q99572	H2R737
Q6UWQ5	H2R7R3
Q6UXZ3	H2R9E5
Q6ZWL3	H2R9W8
Q9BQ66	H2RCS9
P0C7W0	H2RFE9
Q2NKX9	H2RFK3
P0C7L1	H2RHB8
P36776	K7AF68
P01112	K7ALD7
P36957	K7BEL6
Q66LE6	K7BV01
Q6ZVM7	K7C4A4
Q8WVD5	K7CFP4
Q9UPY8	K7CLN8
P36404	K7CT71
Q9NVD7	K7DA60
Q6TFL4	K7DKV0
O75909	A0A2I3RAP8
Q9UPS6	A0A2I3RBF6
H3BRN8	A0A2I3RFW1
P83731	A0A2I3RK05
O95221	A0A2I3RY78
Q5VV52	A0A2I3S2Y2
Q6ZWJ8	A0A2I3S5A1
Q96L42	A0A2I3S5Z0
Q7Z7A4	A0A2I3S9L0
P32246	A0A2I3SLL0
Q15853	A0A2I3SM74
Q13398	A0A2I3SQZ8
Q07283	A0A2I3SU98
A8MTJ6	A0A2I3THB7
P0C6C1	A0A2I3TJP8
P30519	A0A2I3TPT8
A6NGY1	A0A2I3TPU0
A6NIN4	A0A2I3TS87
P23416	A0A2I3TSA1
Q8N944	A0A2J8IRN5
Q9UM00	A0A2J8LM17
Q16655	A0A2J8M4U8
Q6UWE0	A0A2J8NBT4
Q9UM54	A0A2J8PVS5
Q92989	G2HID9
P23510	H2Q0M4
Q07960	H2Q3I0
Q8NGF8	H2Q3J7
Q6B0B8	H2Q429
Q01081	H2Q4C7
Q9UKU7	H2Q559
Q8NEU8	H2Q6S0
Q8TAV4	H2Q7G0
Q9Y4R8	H2QAA3
O43745	H2QAS5
A5YKK6	H2QB87
P53602	H2QBQ1
Q9NYR9	H2QD11
Q9UBT2	H2QG08
P24310	H2QG60
P50053	H2QHL3
P12643	H2QJY1
Q9Y312	H2QKA2
A5PLL7	H2QKK1
Q3LI83	H2QKX1
Q96HV5	H2QNW4
Q96G03	H2QPB9
P48169	H2QPE7
Q9H9B4	H2QS19
Q5SRI9	H2QTF2
Q9P0M2	H2QTQ9
Q400G9	H2QU41
Q7Z7H5	H2QUI6
P05121	H2QV47
Q8NB91	H2QYB4
Q6PEV8	H2QYY6
P29084	H2QZJ1
O75832	H2R235
P14091	H2R344
Q8N7X1	H2R4L4
Q8TDR0	H2R5X7
O15120	H2R617
Q14590	H2RCI3
O95780	H2RDB6
A6H8M9	H2RER8
O75078	H2RGM1
Q4G0M1	H2RHA7
Q8WWM9	K7AH89
Q9BQT9	K7AU93
Q9NTJ3	K7BMF4
O94988	K7C714
Q9Y2G3	K7CSL1
P01019	K7D4U3
Q9H6K1	K7DPL6
P07203	Q0EFA0
P09693	A0A0B4J2I4
Q16548	A0A2I3RA26
Q7L1Q6	A0A2I3RKV6
Q8NB15	A0A2I3RQ74
Q8ND82	A0A2I3RSX2
Q9P2P1	A0A2I3S339
Q8N573	A0A2I3SAK4
Q06455	A0A2I3SCI0
Q5VVQ6	A0A2I3SDL2
P20336	A0A2I3SM83
I3L1E1	A0A2I3ST92
A6NCF5	A0A2I3SUT8
Q6ZU69	A0A2I3SXK4
Q709C8	A0A2I3T5F7
A6NM28	A0A2I3TA29
Q8IXT5	A0A2I3TAC6
Q6UYE1	A0A2I3TIS9
P52655	A0A2I3TKG9
Q6NVV9	A0A2I3TXJ1
Q8NA57	A0A2J8MIK5
Q9NQC7	A0A2J8MWW9
Q9NQS5	A0A2J8Q0Y3
Q4G0G5	A0A2J8QH03
P56279	A0A2J8QMC6
Q05048	G2HEA5
Q5VWP2	G2HIG9
Q7Z7J9	H2PY84
Q8N2I9	H2PYN3
P42566	H2PZ06
P15941	H2Q072
Q13753	H2Q0R2
P68133	H2Q1A9
Q86XS5	H2Q4M1
Q9UP79	H2Q549
O15528	H2Q6C4
Q3T906	H2Q6Q4
P49753	H2Q8K3
Q86TU7	H2Q8W7
Q9H223	H2Q987
Q96ES7	H2QAU3
Q9ULP0	H2QB85
A6NHQ4	H2QCS9
Q9NWM3	H2QDI2
Q5U5Q3	H2QEJ7
Q9UDY8	H2QEL2
Q8WVT3	H2QHD9
Q9C0J8	H2QIP3
P07093	H2QJI9
O60469	H2QL16
Q96MT7	H2QN45
Q70EK8	H2QQ33
Q9UJV9	H2QS42
P04908	H2QSF5
P21709	H2QVJ8
Q8N6M0	H2QWF2
Q9BXY8	H2QYY0
O15239	H2QZ22
Q8TCU5	H2QZZ2
Q9BXW4	H2R228
Q86W11	H2R2W3
Q8TCN5	H2R364
Q9HAW4	H2R4F8
Q6PP77	H2R4N2
O00408	H2R546
Q86SM5	H2R5M7
P05090	H2R7U9
Q9BXA5	H2R7Z4
Q8IZS8	H2R883
Q08AG7	H2RA31
Q2VWA4	H2RCP4
Q8WVZ1	H2RDX9
Q9GZS9	H2REU2
A0A1W2PPF3	H2RI11
Q8NFJ5	K6ZI87
O14653	K6ZRW3
O95198	K7BEC9
Q5SW96	K7CYA0
Q9BZR9	K7D9X7
O94916	K7DKR3
Q9Y5E7	Q5DRD2
P17038	A0A2I3RDF9
Q9NQA5	A0A2I3RLG1
Q6PGQ7	A0A2I3RZS2
Q9BUR4	A0A2I3S6R9
Q8NFP9	A0A2I3S7H5
Q1A5X6	A0A2I3SE53
Q8N344	A0A2I3SG18
Q7Z4L9	A0A2I3SRS7
Q56UN5	A0A2I3SYV5
Q86X24	A0A2I3SZZ3
Q96T25	A0A2I3T351
P98175	A0A2I3TCS5
O43613	A0A2J8IYQ0
P31943	A0A2J8JTN0
P05787	A0A2J8KDC3
Q8N9E0	A0A2J8KTC3
A6NH52	A0A2J8L9W0
Q9BWT7	A0A2J8LP58
P0C7I6	A0A2J8LVV0
P56539	A0A2J8M0Q6
Q9NS85	A0A2J8MFN8
A0A1B0GTK4	A0A2J8N5R3
Q9UKY1	A2T771
Q99460	G2HJQ1
Q5T6C5	H2PZK5
Q9BTT0	H2PZW2
Q969G2	H2Q0P9
Q9UI47	H2Q1Y7
Q03426	H2Q6U7
Q86TS9	H2Q7Z3
P78540	H2Q8H7
Q86U10	H2Q8Z8
Q8IY92	H2QAH0
P04278	H2QC52
Q6PK18	H2QE51
O95365	H2QF05
Q96BF3	H2QF12
Q8IXR5	H2QID8
Q8N5M9	H2QM11
Q8NDZ4	H2QNJ2
P04196	H2QNX1
Q14469	H2QNZ9
O14944	H2QPP3
Q92572	H2QRC8
O00244	H2QRU4
P21728	H2QS18
Q9P0S9	H2QSA6
Q9HB96	H2QSV6
Q9NYF8	H2QTS9
A4D1U4	H2QVI3
Q3YBM2	H2QVM0
Q8IXQ4	H2QZG2
Q86YV5	H2QZR5
Q8TC26	H2QZX4
Q14D04	H2R137
Q9Y5Z0	H2R1L7
O00458	H2R281
O43320	H2R396
Q9UQ16	H2R413
Q6PJP8	H2R4B0
Q96JA4	H2R5E4
Q86TJ5	H2R6H7
Q8IUE6	H2R8P5
Q504U0	H2R9X3
Q93097	H2RAM0
P04808	H2RB25
Q9NRP0	H2RD97
Q14194	H2RDF9
P62341	H2RHW0
O94842	K7A7G8
O95271	K7B8U9
P54725	K7B945
Q92685	K7CIW6
O60673	K7CR36
Q9UJK0	K7CY94
Q9HAP6	K7D105
P40937	K7D694
Q9NR77	K7DGW5
O95182	Q0MQA8
Q5MJ07	Q6SJ91
Q13042	A0A2I3RDI6
Q8N1G0	A0A2I3RUI7
P13637	A0A2I3RVB4
Q8WXI2	A0A2I3SNP7
O43432	A0A2I3SYF5
P28347	A0A2I3T3V6
Q9NR96	A0A2I3T3V8
P17021	A0A2I3T8K0
Q8WWZ4	A0A2I3TB08
Q9BUQ8	A0A2I3TEH8
Q8N878	A0A2I3TG88
O75912	A0A2I3TL00
Q15389	A0A2I3TSA7
P08912	A0A2J8JB58
Q96NG8	A0A2J8JLK3
Q8NGY6	A0A2J8K5P7
Q5JPB2	A0A2J8KMQ6
Q9BX26	A0A2J8KMR9
Q16222	A0A2J8LM76
Q96AQ2	A0A2J8LZH9
Q92752	A0A2J8N700
O75830	A0A2J8P1S2
P78344	A0A2J8P5G9
Q5FVE4	G2HJ69
Q96T58	H2PY42
Q68CQ1	H2PZ36
P49189	H2Q0I5
Q86TE4	H2Q3B4
Q8NG75	H2Q3M4
Q8NGI4	H2Q3R0
Q8IXT1	H2Q4H6
P56817	H2Q4U8
P46527	H2Q5H2
Q9ULD8	H2Q5V5
Q9UKK3	H2Q7A7
Q9Y5B9	H2Q7Y1
Q7Z4Q2	H2QB28
P78423	H2QB68
Q9NZC7	H2QBK1
P57678	H2QBT1
Q12887	H2QCB0
P25391	H2QE84
Q9BUF7	H2QF51
O95665	H2QHG1
Q9Y6C2	H2QHL2
Q9H8Y8	H2QIY8
P05060	H2QJX6
P57057	H2QL31
Q15051	H2QN72
Q02083	H2QPQ0
Q8WUY9	H2QQY2
Q86Z20	H2QR09
P00748	H2QS39
Q8NBJ7	H2QUM0
P16435	H2QUS7
Q9HBW1	H2QVB4
P21246	H2QVF8
P13667	H2QVK7
Q9NR45	H2QXJ8
O75346	H2R0F1
Q8TD86	H2R2H8
Q8NGY1	H2R2R1
Q9NX47	H2R4C6
Q8NGM8	H2R4X1
Q8NH60	H2R5M0
A0A075B6H5	H2R6Q5
P80098	H2R9L7
Q96DA2	H2RFM9
A8MZF0	H2RGR0
Q9UPT9	K6ZEZ3
Q8NF99	K7AAB1
Q13084	K7B5D6
Q14344	K7B5J5
Q15758	K7BJW4
P11441	K7BZ48
Q96F86	K7C295
Q15034	K7C830
Q9NRZ5	K7CHI9
Q9H4Z2	K7CQ46
Q9BVK8	K7D7N4
Q93091	O46525
Q9Y5E3	Q5DRC8
P50406	Q5IS65
O15194	A0A2I3REJ0
O60684	A0A2I3RHW2
A0A286YFG1	A0A2I3RI83
E9PAV3	A0A2I3RIE9
Q8IVT5	A0A2I3RMV3
P41181	A0A2I3S3K4
P98088	A0A2I3SAQ5
Q15063	A0A2I3SNS9
Q969H4	A0A2I3SX14
Q8NCR9	A0A2I3T2B3
A2A3N6	A0A2I3TFE0
P38570	A0A2I3TFS6
Q9BRG1	A0A2I3TLV0
O95416	A0A2I3TV57
Q9GZS0	A0A2J8KC38
Q9BX51	A0A2J8KX22
Q8N3Y3	A0A2J8LHH1
Q86SE8	A0A2J8N9D9
Q96PC3	A0A2J8NFR8
Q5VX52	H2PZA7
P52798	H2Q065
O95568	H2Q0K6
A1L453	H2Q193
Q9H467	H2Q2H4
P37837	H2Q2V7
Q8ND30	H2Q340
P21926	H2Q598
Q01546	H2Q603
P30825	H2Q7D2
Q9HCK8	H2Q7Y2
Q8N9Y4	H2Q8U4
P25789	H2Q9W6
Q8NGB8	H2QA61
Q96QU8	H2QAT9
Q9Y3D0	H2QBA5
Q96M95	H2QC85
P17509	H2QDC2
Q9NZ43	H2QFQ2
Q9UK11	H2QGI9
P55957	H2QL73
Q9UMW8	H2QL77
Q04917	H2QLJ0
Q03431	H2QMH6
Q96A44	H2QNH7
Q13144	H2QNU5
Q9NW64	H2QRT5
Q9Y253	H2QT29
Q5SZJ8	H2QT87
P20711	H2QUK8
P61981	H2QUT2
O43913	H2QV68
Q96JM2	H2QXN1
Q5MJ08	H2QZ71
O95969	H2QZK0
Q8NBQ5	H2R338
O75153	H2R433
Q9UHI7	H2R488
Q9NP90	H2R4M3
Q17R31	H2R844
Q8NFZ4	H2R9S9
A4D2B0	H2RBA2
Q9ULG6	H2RC54
Q9H5Y7	H2RCK8
P49716	H2RH65
P0DSN6	J7M7S7
Q14656	K7A1F4
Q16595	K7ALT0
Q9Y2Q3	K7AVJ3
Q9BRP8	K7B106
Q9BPW5	K7B2E1
Q16842	K7B413
P23142	K7BA97
Q96F44	K7BVH2
P61081	K7BZJ3
Q969P5	K7CFG5
Q14241	K7CFJ1
P49841	K7CFX8
P30305	K7CRL4
Q96IF1	K7CVG2
P83111	K7CYM3
Q99619	K7CZ22
P43681	Q5IS77
P0CW23	A0A2I3RFD3
Q8IY22	A0A2I3RG01
Q8IYL2	A0A2I3RKI1
Q9UKA8	A0A2I3RLW5
P41743	A0A2I3RQJ8
P42261	A0A2I3S455
P23763	A0A2I3S8Y3
Q9NTN9	A0A2I3SHP4
Q9Y2D8	A0A2I3SJM4
A5PLK6	A0A2I3SLZ3
Q86XL3	A0A2I3SS36
Q8NFA2	A0A2I3SUD7
Q13228	A0A2I3SVC4
Q96D70	A0A2I3SWN1
A0A286YF18	A0A2I3SWU4
Q9UK73	A0A2I3SXM4
Q8TED0	A0A2I3T8K1
Q58FG0	A0A2I3TB82
P16499	A0A2I3TBA3
P52630	A0A2I3TRE4
Q86TI4	A0A2I3TRJ1
Q9HBB8	A0A2J8JVU3
Q3ZCT8	A0A2J8KAP5
Q8IV36	A0A2J8KBQ3
Q8NHV4	A0A2J8N0J9
Q4ZG55	A0A2J8NLU0
Q9UBC9	A0A2J8Q3R0
Q92876	A0A2J8Q6K5
Q13510	A5A6P2
Q9BWX1	G2HGP1
Q7Z2T5	G2HHV3
Q04206	G2HHW9
Q13148	H2PY00
O14645	H2PYP2
Q92806	H2Q0D9
O43264	H2Q4S8
Q6ZNG2	H2Q5R6
Q9BVA6	H2Q6T3
O75829	H2Q7M0
P30411	H2Q8W1
Q8N0W3	H2QBG3
Q8IUH8	H2QD93
Q13253	H2QDH3
Q14197	H2QDU2
A6NC57	H2QE98
Q9Y2L5	H2QEE8
P48595	H2QEN6
P23327	H2QGU1
O60266	H2QHJ5
O00487	H2QIW0
P12111	H2QJP2
P21549	H2QJR0
P53370	H2QQ48
P42285	H2QQX1
Q9Y333	H2QSP4
Q8IVD9	H2QUI4
Q6NTF9	H2QUS6
Q96M69	H2QVE5
Q13115	H2QVZ4
Q9H898	H2QW27
Q7Z7L7	H2QXZ8
Q6P4D5	H2QZ53
P30050	H2QZG4
Q9Y2J4	H2R0G9
Q6ZPD9	H2R0M5
Q8N3K9	H2R0W2
Q9C093	H2R2M7
Q9H9Q2	H2R2N2
Q15311	H2R6U9
Q99732	H2RAD4
A0A0J9YX57	H2RFB4
Q8N5B7	K7A180
Q8WY22	K7A2P4
P28370	K7AK55
Q13247	K7ASG4
Q15750	K7BF14
Q96EA4	K7BPR4
Q96GP6	K7BS94
Q8WXI4	K7BZE0
Q6DN14	K7DC22
Q9BRZ2	K7DH24
P11474	K7DJ98
P12273	P60989
P49821	Q0MQI6
Q8N690	Q30KK8
Q8IWY4	A0A2I3S0K6
Q8NDW8	A0A2I3S0X9
Q14188	A0A2I3S6N6
P36543	A0A2I3SH76
O75886	A0A2I3SHH0
Q6YHU6	A0A2I3SMS0
Q9NZ81	A0A2I3SQR7
Q9Y3Y4	A0A2I3T6C4
Q96P16	A0A2I3TAW6
H0UI37	A0A2I3TFD5
Q9C0B2	A0A2I3TGG2
Q9UM44	A0A2J8MXH1
O14626	A0A2J8P2J9
O43914	A4F4L0
Q96M20	G2HE08
Q14990	G2HE25
Q8N2A8	G2HE65
Q08170	H2PYI1
Q8N1Q8	H2PZZ9
Q8N349	H2Q1H5
P00439	H2Q6R0
Q9P2R7	H2Q7J7
O00161	H2Q995
Q86UK7	H2QAB9
Q04695	H2QCZ8
P08138	H2QDD4
Q86T90	H2QEG3
O43396	H2QEK5
Q9NY74	H2QI02
Q9BYG3	H2QIN2
P10747	H2QJ99
Q9H112	H2QK30
P05452	H2QMF6
Q16877	H2QMJ4
O43818	H2QMQ3
Q7L0Y3	H2QN11
Q9BY44	H2QNK8
Q9UL40	H2QS33
Q6NYC8	H2QSM4
P24863	H2QTG2
O95025	H2QUV2
Q8IXQ3	H2QXC8
P61106	H2QXT2
Q8NGR4	H2QXU5
Q5VV63	H2QZQ6
Q9NXH9	H2R3Q5
P29374	H2R3R4
P14209	H2R4U1
P00746	H2R6K0
Q9UGC6	H2R6V7
Q9UFE4	H2R7X1
P32019	H2R981
Q99678	H2R9N3
Q5VZY2	H2RBP3
A8MV65	H2RD02
Q96A99	H2RHT5
Q9BQ24	K6ZAX9
Q9H0J9	K6ZER9
Q76N32	K6ZRT4
Q9P275	K7ALA5
Q9HAS0	K7BTF4
Q8N5Y2	K7BWJ5
Q96MW5	K7CR24
Q9NWZ5	K7CT77
P35556	K7CZX0
Q9NRW1	K7D0Z4
Q7Z2X4	K7DGI2
Q9BQ83	K7DH03
A6NLJ0	K7DMS8
P81534	Q95JD2
A8MYZ0	A0A2I3RAL5
P48546	A0A2I3RBA7
Q8WVI0	A0A2I3RKJ1
Q13505	A0A2I3RL11
Q8IWY9	A0A2I3RM03
A0A1B0GVM6	A0A2I3RQW2
Q13099	A0A2I3RWW3
H3BR10	A0A2I3SDN0
A8MT66	A0A2I3SFJ6
P30046	A0A2I3SJP7
Q8WWM7	A0A2I3SS27
A8MXQ7	A0A2I3SST4
Q6P050	A0A2I3SVK5
Q6UB28	A0A2I3SY62
Q6P5X7	A0A2I3SYI0
O95006	A0A2I3TE58
P06396	A0A2I3TEG4
Q8NCU8	A0A2I3TF21
Q8WYA6	A0A2I3TNK7
Q5VTL7	A0A2I3TRN0
Q86YH2	A0A2J8IMV0
O00548	A0A2J8JA34
P51170	A0A2J8JK94
P01222	A0A2J8JRX0
Q6A162	A0A2J8KGG8
P16050	A0A2J8KQU9
Q8NCR3	A0A2J8L0M7
Q8NBI2	A0A2J8LD58
A6NP61	A0A2J8MLP0
Q8TAL5	A0A2J8NCW2
O75414	A0A2J8PA11
Q8NDQ6	A0A2J8QID8
Q8NAP8	H2PYK7
Q9NZQ9	H2PZY2
Q9BTE3	H2Q2P0
Q53GQ0	H2Q3G0
Q9UKI9	H2Q4Z2
O14757	H2Q525
Q9Y616	H2Q6E9
Q9NQS1	H2Q934
Q9NPA0	H2Q936
P12882	H2QCA0
O14836	H2QCC6
P03971	H2QEW1
P54368	H2QEW3
Q9HA82	H2QF79
P27797	H2QFH8
P07316	H2QJB2
P25100	H2QJW8
Q8IYW4	H2QLQ9
P04899	H2QMN4
Q8N398	H2QNV0
Q8NI17	H2QQX5
Q9Y6X4	H2QR33
Q9HAD4	H2QR46
Q9Y6B6	H2QRI1
Q96B45	H2QZX9
P0DTE4	H2R065
Q5U5Z8	H2R0I0
Q5VZP5	H2R3E8
O94989	H2R3P8
P51809	K6ZLE4
Q9Y3S2	K7AWH3
Q99788	K7B076
Q9NR46	K7B3U5
Q9NZL4	K7B582
P51157	K7BAC3
O43896	K7BP32
Q08397	K7BR49
